식당 이름,번역된 식당 이름,URL,영상,텔,장르,영업 시간,예산,신용 카드,QR 코드 결제,주소,입장,주차,좌석,카운터 좌석,흡연,개인 실,상점 웹 사이트,사용 장면,Wi-Fi 사용,전화 번호,닫힌 날,사적인,인스 타 그램,예약,쇼핑 직무 정보,강의,당신이 마실 수있는 모든 것,요리 기능과 전문 분야,마시는 기능과 세부 사항에 대한 관심,대기,서비스,드레스 코드,애완 동물,추가 장비,IC 카드 지불,발언,아이들이 들어 오세요,전원 공급 장치 사용,외국어 지원,페이스 북,X (트위터),맥주 제작자
四万十川 銀座,Shimanto River Ginza,https://retty.me/area/PRE13/ARE2/SUB202/100001466718/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001466718/archive/2225218-602b2e9ec28d3.jpg,050-5262-8439,이자카야 테이크 아웃 스시,"[하루 종일]
저녁 식사 16:00-23:00 L.O. 22:00","점심 : 비즈니스 시간
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Shinkansen 고가 트랙 아래 건물 1F, 2-1-21 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (99m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보 2 분 (130m)",없음,"114 석
(타타미 좌석 이용 가능 / Horikotatsu 좌석 이용 가능)",예,"불가능합니다
(상점 밖에서 이용 가능한 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"https://www.dd-holdings.jp/brands/shimantogawa/
https://www.dd-holdings.jp/shops/shimantogawa/yurakucho#/
https://www.dd-holdings.jp/brands?company=1","데이트, 저녁 식사, 저녁 식사, 저녁, 술, 점심 날짜, 세련된, 아이들과 함께 즐기고, 혼자서, 쿠폰을 이용할 수 있고, 새해 파티, 세련된
다른 사용 장면을 참조하십시오",예,03-3591-5202,*새해 공휴일 동안 영업일 및 시간이 바뀔 수 있습니다.,불가능합니다,,사용 가능한 예약,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스로 구입할 수 있습니다.","5,000 엔 이상을 사용할 수 있습니다",,"맥주, 사케, 쇼치, 와인, 칵테일","풍경은 아름답습니다
차분한 분위기",,,,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon","다른 지불 방법
카드 : UnionPay
전자 돈 : ID
QR 지불 : Paypay, Rakuten Pay, DPay, Aupay, Merpay, Wechatpay, Alipay, Bank Pay",예,,,https://www.facebook.com/dd.shimanto.yurakucho/,,
バインセオ サイゴン 有楽町店,Vintheo Saigon Yurakucho,https://retty.me/area/PRE13/ARE2/SUB202/100000001334/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30834073.jpg,03-3211-0678,베트남 요리 Okonomiyaki 옥수수 칠리 요리 커리 젤리 음식 마구간 야키소바,"[하루 종일]
 11:00-23:00 L.O. 22:30","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",Amex,PayPay,"Yurakucho Itosia Food Avenue B1F, 2-7-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (77m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (77m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 2 분 (120m)",,"35 석
(31 개의 테이블 좌석, 4 개의 카운터 시트)",예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://vietnam-banhxeo.com/,"점심, 솔로, 세련된, 저녁 식사, 금연, 세련된, 점심, 급여 지불 지불 가능",,,"불규칙한 휴일
・ 시설과 동일합니다",,,,,,,,,,,,,,,,,,,,,
パティスリー&カフェ デリーモ 東京ミッドタウン日比谷店,Patisserie & Cafe Delimo 도쿄 미드 타운 Hibiya 지점,https://retty.me/area/PRE13/ARE2/SUB202/100001410829/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35461978.jpg,03-6206-1196,카페 과자 초콜릿,"[하루 종일]
 11:00-23:00 L.O. 22:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,,"도쿄 미드 타운 Hibiya B1F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (72m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (75m)",,50 석,,,,https://de-limmo.jp/,"점심, 솔로, 체리 꽃보기, 체리 꽃보기와 함께 레스토랑, 와인, 세련된, 저녁, 쌀, 세련된 점심, 이브닝 카페
다른 사용 장면을 참조하십시오",,,"불규칙한 휴일
・ 시설과 동일합니다",,,,,,,,,,,,,,,,,,,,,
春秋ツギハギ 日比谷,봄과 가을 Hibiya,https://retty.me/area/PRE13/ARE2/SUB202/100000010835/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000010835/archive/2465389-612cbc9df0ec5.jpg,050-5304-5857,일본 음식 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 13:30
저녁 식사 17:00-22:30 L.O. 21:30
[태양, 토요일, 휴일]
점심 11:30-15:00 L.O. 13:30
저녁 식사 17:00-22:00 L.O. 21:00","점심 : ~ 4,000 엔
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB",,"Nissei Building B1F, 1-1-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (33m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (36m)",예,"275 석
(테이블 좌석, 소파 좌석, 스시 카운터 시트, 완전히 개인 실, 반 개인 객실, 50 명 이상을위한 대형 개인 객실)","예
(스시 카운터)","예
흡연실 사용 가능
(흡연은 점심 시간 동안 금지됩니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","https://shunjutsugihagi-hibiya.foodre.jp/
http://www.shunju.com/ja/restaurants/tsugihagi/","싱글은 저녁, 점심, 점심, 데이트, 개인 실, 저녁 식사, 고기, 엔터테인먼트, 와인, 페이 페이 포인트, 연말 파티, 새해 파티에 적합합니다.
다른 사용 장면을 참조하십시오",예,03-3595-0511,"하루 종일 개점
∎ 새해 휴가 중 닫기 ・ 첫 번째 일요일에 저녁 식사를 위해 문을 닫았습니다.",예,,사용 가능한 예약,,,,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","차분한 분위기
숨는 곳",,,불가능합니다,프로젝터와 휴대품 룸이 있습니다,,,"불가능합니다
유아 및 어린이, 유치원 어린이, 초등학생 및 어린이 메뉴 이용 가능",,,,,
お好み焼・鉄板焼き 88 有楽町本店,Okonomiyaki/Teppanyaki 88 Yurakucho Main Store,https://retty.me/area/PRE13/ARE2/SUB202/100000045419/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36763616.jpg,03-6425-7188,"Okonomiyaki, Teppanyaki, Takeout, Izakaya, Yakisoba, 프렌치 토스트","[월요일부터 금요일까지, 휴일 전]
저녁 식사 16:00-24:00 L.O. 23:00
[태양/토요일]
저녁 11 : 30-23 : 00 L.O. 22:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,PayPay,"1-2-4 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (83m)
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (84m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (190m)",,52 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",,"점심, 데이트, 소녀의 밤, 연회 및 음주 파티, 개인 실, 싱글 OK, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 객실 날짜, 점심 날짜, 점심 날짜
다른 사용 장면을 참조하십시오",,,휴일,,,,,,,,,,,,,,,,,,,,,
慶屋,KEIYA,https://retty.me/area/PRE13/ARE2/SUB202/100000705296/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36420158.jpg,03-522-8262,"Curry Udon, Rice Bowl, Soba (Soba), Udon, Tempura","[월요일부터 금요일까지]
 11:00-23:30
[태양, 토요일, 휴일]
 11:00-19:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"2-4-11 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (50m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (51m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (88m)",,7 석,"예
(카운터 만)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 세련된, 저녁 식사, 쌀, 비 흡연, 세련된, 점심",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
中園亭,Nakaentei,https://retty.me/area/PRE13/ARE2/SUB202/100000028827/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29896149.jpg,03-3201-2032,중국 음식라면라면라면 야키소바,"[tue-fri]
 11:00-25:00 L.O. 24:00
[태양/토요일]
 11:00-24:00 L.O. 23:00","점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2-8-4 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (15m)
JR Yamanote Line / Yurakucho Station에서 도보로 1 분 (17m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)",,10 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 연회 및 음주 파티, 싱글, 싱글, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 즐기기, 세련된, 저녁 식사, 쌀, 비영리, 세련된 점심, 파티, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,매주 월요일,,,,,,,,,,,,,,,,,,,,,
宝龍,보물 용,https://retty.me/area/PRE13/ARE2/SUB202/100000054746/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36329677.jpg,03-3214-3994,중국 음식 야키소바라면 Gyoza,"[월요일부터 금요일까지, 휴일 전]
 11:00-23:50 L.O. 23:15
[태양, 토요일, 휴일]
 11:00-21:00 L.O. 20:50","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"2-9-16 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (36m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (38m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보로 3 분 거리 (190m)",,34 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 세련된, 저녁 식사, 쌀, 흡연, 세련된, 점심, 주변",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
登運とん,Tonton,https://retty.me/area/PRE13/ARE2/SUB202/100000746658/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34805419.jpg,03-3508-9454,Motsu Cuisine Yakitori Skewer Izakaya,"[월요일부터 금요일까지]
 11:30-23:00
[태양, 토요일, 휴일]
 11:00-23:00","점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,,"2-1-10 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)
JR Yamanote Line / Yurakucho Station (110m)에서 도보로 2 분
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)",없음,20 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"점심, 솔로, 음료수, 세련된, 저녁 식사, 맛있고, 싸고, 저렴하고, 흡연하지 않음, 세련된, 점심, 애프터 파티, 음료 Shochu
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
有楽町ワイン倶楽部,유라쿠코 와인 클럽,https://retty.me/area/PRE13/ARE2/SUB202/100000110119/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/7731273.jpg,03-3201-3389,바 와인 바 와인 바 비스트로 스테이크 기타,"[월요일부터 금요일까지, 휴일 전]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:00-23:00 L.O. 22:00
[토양]
저녁 식사 16:00-23:00 L.O. 22:00
[일요일과 휴일]
저녁 식사 16:00-22:00 L.O. 21:00
*개장 시간은 각 지방 정부의 정책과 귀하가 거주하는 상업 시설에 따릅니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔",예,PayPay,"Yurakucho Electric Building, 1-7-1 Yurakucho, Chiyoda-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (25m)
JR Yamanote Line / Yurakucho Station에서 도보로 1 분 (26m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)",,118 석,예,"불가능합니다
(완전히 금연 (흡연은 점심 시간에만 포함되지 않음)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",,"점심, 여자 밤, 개인 실, 약혼 저녁 식사 파티, 솔로 환영, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 스타일리시, 저녁 식사, 쌀, 고기, 비영리, 개인 객실, 점심, 소녀의 밤, 세련된 개인 객실, 세련된 개인 실
다른 사용 장면을 참조하십시오",,,"불규칙한 휴일
새해 연말 연시
건물이 폐쇄 된 날에 따라",,,,,,,,,,,,,,,,,,,,,
バーラウンジ インペリアルラウンジ アクア,바 라운지 제국 라운지 아쿠아,https://retty.me/area/PRE13/ARE2/SUB202/100000699587/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3675427.jpg,03-3539-8186,카페 바 다른 라운지 샌드위치 케이크 가게 과자,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
 11:30-24:00
[낮]
 11:30-22:00","점심 : ~ 4,000 엔
저녁 식사 : ~ 5,000 엔",예,,"1-1-1 Uchisai-cho, Chiyoda-Ku, 도쿄 제국 호텔 도쿄 본관 17f
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (80m)
JR Yamanote Line / Yurakucho 역에서 도보로 2 분 거리 (81m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (340m)",,"201 석
(시간에 따라 다름)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.imperialhotel.co.jp/,"점심, 데이트, 여자 야간 파티, 연회 및 음주 파티, 개인 실, 싱글 룸, 아름다운 야간보기 레스토랑 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인 세련된 저녁 식사
다른 사용 장면을 참조하십시오",,,하루 종일 개점,,,,,,,,,,,,,,,,,,,,,
新日の基,새로운 일본의 재단,https://retty.me/area/PRE13/ARE2/SUB202/100000436146/,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3391977.jpg,03-3214-8021,해산물과 해산물 이자카야 사시미 튀김,"[월요일부터 금요일, 토요일, 휴일]
 17:00-24:00","점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔",불가능합니다,,"2-4-4 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (74m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (86m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 2 분 (140m)",,60 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"혼자 크리스마스 저녁 식사를 즐길 수 있습니다. 술에 취해 세련된 저녁 식사를 할 수 있습니다. 세련된 저녁 식사 쌀 비 조화 후 파티 마시는 마시는 음주 쇼치 세련된 캐주얼 성인의 연말 파티 신속한 연말 파티 성인의 새해 파티
다른 사용 장면을 참조하십시오",,,매주 일요일,,,,,,,,,,,,,,,,,,,,https://x.com/shinhinomoto,
APICIUS,아파치 시우스,https://retty.me/area/PRE13/ARE2/SUB202/100000710292/,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/36921879.jpg,03-3214-1361,프랑스 요리 게임 초콜릿 훈제 기념품,"[월요일부터 금요일, 토요일, 휴일]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 17:30-23:30 L.O. 21:00","점심 : ~ 15,000 엔
저녁 식사 : ~ 60,000 엔",예,,"실크 홀, 1-9-4 유라 커코, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (80m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (80m)",,60 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,http://www.apicius.co.jp/,"점심, 데이트, 결혼 기념일, 개인 객실, 약혼 저녁 식사, 싱글 OK, 엔터테인먼트, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 쌀, 쌀, 생일, 개인 객실 점심, 개인 객실 날짜, 점심 날짜
다른 사용 장면을 참조하십시오",,,매주 일요일,,,,,,,,,,,,,,,,,,,,,
やさいの王様 日比谷シャンテ店,쉬운 Hibiya Chante 상점의 왕,https://retty.me/area/PRE13/ARE2/SUB202/100000039293/,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000039293/archive/1891137-5f7543a687ab0.png,050-5461-4357,야채 요리,"[하루 종일]
 11:00-22:00 L.O. 21:00
바이러스의 확산이 증가함에 따라 업무 시간은 3 월 22 일부터 오후 11시 ~ 10시 00 시가되며 알코올은 재개됩니다!","점심 : ~ 3,000 엔
저녁 식사 : ~ 5,000 엔",예,PayPay,"Toho Hibiya 건물 1-2-2 Yurakucho, Chiyoda-Ku, 도쿄 (Hibiya Chante) 본관 B2F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (110m)
JR Yamanote Line / Yurakucho 역에서 도보로 6 분 (450m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 6 분 (460m)",,58 석,없음,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://yasai-no-ohsama.com/,"점심, 여자 밤, 솔로 저녁 식사, 세련된 식사, 점심 날짜, 세련된 점심, 탁월한 점심, 새해 파티, 환영 파티, 비 연소, 급여 지불 지불, 점심 시간 음주, 크리스마스 2024, 성인 연말 파티, 스타일리쉬
다른 사용 장면을 참조하십시오",,03-5501-9881,"불규칙한 휴일
・ 시설과 동일합니다",,,,,,,,,,,,,,,,,,,,,
