restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,remarks,usage_scenes,wifi_available,phone_number,video,lecture,available_drinks,cooking_specialties,drinking_specialties,waiting,service,reservation,dress_code,child_friendly,pet_friendly,foreign_language_support,power_supply_available,additional_equipment,instagram,ic_card_payment,쇼핑 직무 정보,facebook,twitter,beer_maker
中國料理 北京 帝国ホテル,중국 요리 베이징 임페리얼 호텔,https://retty.me/area/PRE13/ARE2/SUB202/100000034057/,03-3503-8251,베이징 요리가 훈제되었습니다,"[태양, 월요일부터 금요일, 토요일]
 11:30-21:30",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 15,000 엔",예,,"제국 호텔 도쿄 임페리얼 타워 B1F, 1-1-1 Uchisai-cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho Station에서 도보로 3 분 거리 (200m)
도쿄 메트로 히비야 라인 / Hibiya Station에서 도보로 3 분 거리 (200m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 4 분 (320m)",,110 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"점심, 연회 및 음주 파티, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 실, 점심, 세련된 개인 객실, 세련된 개인 실
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/13690360.jpg,,,,,,,,,,,,,,,,,,,
日比谷Bar 日比谷4号店,Hibiya Bar Hibiya No. 4,https://retty.me/area/PRE13/ARE2/SUB202/100000741886/,03-3500-2604,바 식사 바 이자카야,"[하루 종일]
 17:00-23:30 L.O. 23:00
우리는 현재 예약 만 수락하고 있습니다.
예약 또는 과정에 관한 궁금한 점이 있으면 03-6240-0568로 문의하십시오.
(주중 11 : 00-20 : 00, 토요일, 일요일 및 휴일 11 : 00-18 : 00).","하루 종일 개점
새해 휴일 (확인하십시오)
자세한 내용은 공식 웹 사이트를 확인하십시오.","점심:-
저녁 식사 : ~ 4,000 엔",예,,"3F, Narumi Building, 1-3-7 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (58m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (58m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)","없음
근처 (할인 없음) 사용 가능",50 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
제한된 수의 사람들이 임대 할 수있는 제한된 수 (좌석) : 45 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사) 45 명",http://www.hibiya-bar.com,,"전산 된 링크 연회/음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 와인 음료 주차장 이용 가능 개인 공간 저녁 식사 비 스며 밍 무료 Wi-Fi
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/14566811.jpg,,"3,000 엔에서 3,999 엔으로 인한 모든 코스가 포함 된 코스와 4,000 엔에서 4,999 엔을위한 모든 코스를 포함하는 코스와 5,000 엔 (5,000 엔), 2 시간 동안 올스 링크를 포함하는 모든 코스를 포함하는 코스가 있습니다.",,"맥주, 술, 와인, 위스키, 칵테일","차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다",사용 가능한 예약,없음,불가능합니다,불가능합니다,,불가능합니다,,,,,https://www.facebook.com/hibiyabar,https://x.com/hibiyabar,
カレーショップ C＆C 有楽町店,카레 상점 C & C Yurakucho 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000724486/,명확하지 않습니다,카레 서양 음식 햄버거,"[월요일부터 금요일까지]
 7:30-23:00
[태양, 토요일, 휴일]
 9:00-21:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"2-9-14 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (22m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (22m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome Station에서 도보 2 분 (150m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 솔로, 브런치, 세련된, 아침 식사, 저녁, 쌀, 비 조화, 세련된 점심
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25971570.jpg,,,,,,,,,,,,,,,,,,,
一角 HIBIYA CENTRAL MARKET,Ichikaku Hibiya Central Market,https://retty.me/area/PRE13/ARE2/SUB202/100001413663/,03-6205-8996,이자카야 일본 요리 과자,"[하루 종일]
 11:00-23:00 L.O. 22:00","하루 종일 개점
・ 시설과 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",예,,"3F, 도쿄 미드 타운 Hibiya, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (70m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (74m)",,80 석,예,"불가능합니다
(도쿄 미드 타운 Hibiya의 같은 층에 흡연 구역이 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.hibiya.tokyo-midtown.com/jp/shops/30200/,,"점심, 솔로, 세련된, 저녁, 쌀, 맛있고 저렴한 레스토랑, 비 흡연, 세련된, 점심, 이브닝 카페
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32739835.jpg,,,,,,,,,,,,,,https://www.instagram.com/hibiya_central_market/,,,https://www.facebook.com/hibiya.central.market,,
新潟カツ丼 タレカツ 日比谷店,Niigata Katsudon 소스 Cutlet Hibiya Branch,https://retty.me/area/PRE13/ARE2/SUB202/100001469840/,03-6268-8004,Katsudon Rice Bowl,"[월요일부터 금요일과 토요일]
 11:00-22:00
[일요일과 휴일]
 11:00-21:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"1-6-10 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (33m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (33m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)",,12 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.tarekatsu.jp/,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34633027.jpg,,,,,,,,,,,,,,,,,,,
日比谷 林屋新兵衛,Hibiya Hayashiya Shinbei,https://retty.me/area/PRE13/ARE2/SUB202/100001411467/,03-6550-8727,카페 과자 일본 과자 일본 과자 과자,"[하루 종일]
 11:00-23:00 L.O. 22:00","불규칙한 휴일
・ 시설과 동일합니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,,"도쿄 미드 타운 Hibiya 2F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (70m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (74m)",,42 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://kyo-hayashiya.jp/shoplist/hibiya/,,"점심, 솔로, 체리 꽃보기, 체리 꽃보기와 함께 레스토랑, 세련된, 저녁 식사, 비 흡연, 세련된 점심, 이브닝 카페
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35815026.jpg,,,,,,,,,,,,,,,,,,,
芳蘭,팬글란,https://retty.me/area/PRE13/ARE2/SUB202/100000015244/,03-3580-8868,"라면, 쌀 쌀장라면, Tonkotsu라면","[월요일부터 금요일과 토요일]
 11:00-26:00
[일요일과 휴일]
 11:00-24:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"TS Hibiya Building, 1-2-9 Yurakucho, Chiyoda-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (120m)
JR Yamanote Line / Yurakucho Station에서 도보 2 분 (130m)
도쿄 메트로 긴자 라인 / Ginza Station에서 도보로 3 분 거리 (200m)",,33 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 솔로, 세련된, 저녁, 쌀, 맛있고 싸고 흡연, 흡연, 세련된, 늦은 밤
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36959115.jpg,,,,,,,,,,,,,,,,,,,
NADABAN by HAL YAMASHITA 東京ミッドタウン日比谷店,Hal Yamashita Tokyo Midtown Hibiya 지점에 의해 Nadaban,https://retty.me/area/PRE13/ARE2/SUB202/100001411462/,03-6273-3386,Udon Izakaya 테이크 아웃 Robatayaki,"[태양, 월요일부터 금요일, 토요일]
 11:00-23:00 L.O. 22:45","매년 1 월 1 일에 문을 엽니 다
시설과 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",예,,"도쿄 미드 타운 Hibiya 2F, 1-1-2 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (72m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (75m)",,40 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.hibiya.tokyo-midtown.com/jp/restaurants/21500/,,"점심, 솔로, 세련된, 저녁 식사, 쌀, 비 흡연, 세련된, 점심",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35670118.jpg,,,,,,,,,,,,,,,,,,,
三田製麺所 有楽町店,미타 국수 유라쿠치 지점,https://retty.me/area/PRE13/ARE2/SUB202/100000000625/,03-3595-3807,Tsukemen라면,"[하루 종일]
 11:00-26:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"1-3-7 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (63m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (63m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (150m)",,9 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://mita-seimen.com,,"점심, 솔로, 저녁 식사, 금연, 늦은 밤에 문을 엽니 다",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/13178763.jpg,,,,,,,,,,,,,,,,,,,
ジョーズ シャンハイ ニューヨーク 銀座店,Jaws Shanghai New York Ginza 매장,https://retty.me/area/PRE13/ARE2/SUB202/100001554812/,050-3184-4888,중국 요리 Dandan Noodles DIM SOM DIM SOM,"[하루 종일]
점심 11 : 30-16 : 00 L.O. 15:00
저녁 식사 17:00-20:00 L.O. 19:30
영업 시간과 알코올 제공은 지방 정부의 요청에 따라 진행됩니다.
우리는 우리 가게에 당신을 환영하기를 고대합니다.",새해 휴일 (확인하십시오),"점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Hulic Square B1F, 2-2-3 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (29m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (31m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 1 분 (32m)",없음,160 석,예,"불가능합니다
(건물에 흡연 공간이 있습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,https://www.joesshanghai.net/ginza,"Pasmo
Rakuten Pay
라인 지불","점심, 데이트, 여자 파티, 모든 링크, 연회 및 음주 파티, 개인 객실, 참여 저녁 식사 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 마시는 와인, 세련된 저녁 식사
다른 사용 장면을 참조하십시오",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36391826.jpg,,,매장 내에서 준비된 슈퍼 매운 메뉴,와인이 있습니다,,,,없음,불가능합니다,불가능합니다,,불가능합니다,,,"Suica, Rakuten Edy, Quicpay",,,,
東京カレー屋名店会 有楽町本店,도쿄 카레 레스토랑의 유명한 상점 유라쿠코 메인 매장,https://retty.me/area/PRE13/ARE2/SUB202/100000054558/,03-3211-0616,카레 인디언 카레,"[하루 종일]
 11:00-23:00 L.O. 22:30","매년 1 월 1 일
Yurakucho Itosia와 동일합니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"Yurakucho Itosia B1F, 2-7-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (77m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 1 분 (77m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 2 분 (120m)",,15 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.t-curry-m.com,,"점심, 솔로, 음료 와인, 세련된, 저녁 식사, 쌀, 흡연 없음, 세련된 점심, 슈퍼 매운
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30656832.jpg,,,,,,,,,,,,,,,,,,,
まんぷく食堂,만푸쿠 식당,https://retty.me/area/PRE13/ARE2/SUB202/100000060607/,03-3211-6001,이자카야 해산물 쌀 스테이크 쌀 쌀 야키소바 서부 음식,"[tue-fri]
 17:00-25:00
[토양]
 14:00-25:00
[일요일과 휴일]
 14:00-23:00",매주 월요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2-4-1 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (37m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (44m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보 2 분 (100m)",없음,48 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://manpuku-syokudo.com/,,"싱글 OK 스타일리시 한 저녁 식사 저녁 식사 맛/저렴한 레스토랑 고기 흡연 허용 점심 마시는 애프터 페이 페이 지불 가능
다른 사용 장면을 참조하십시오",,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/25562231.jpg,,,,,,,,,,,,,,,,,https://www.facebook.com/pages/manpuku shokudo/479955912038849,https://x.com/manpukushokudo,
YORIMICHI,요리 미치,https://retty.me/area/PRE13/ARE2/SUB202/100001619777/,03-6206-7701,베이커리 쇠고기 요리 파스타 카페,"점심 11 : 00 ~ 15 : 00
카페 시간. 15 : 00 ~ 17 : 00
저녁. 17 : 00 ~ 23 : 00",,"점심 : ~ 1,000 엔
저녁:-",,PayPay,"G01 섹션, 1-7-1 Uchisai-Cho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (250m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (330m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (390m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,금연 페이 페이 지불 가능,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29560964.jpg,,,,,,,,,,,,,,,,,,,
祭,제전,https://retty.me/area/PRE13/ARE2/SUB202/100000076832/,03-3508-9273,야키토리,,,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",,,"1-3-8 Yurakucho, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 1 분 (70m)
JR Yamanote Line / Yurakucho 역에서 도보로 1 분 (71m)
도쿄 메트로 진 자 라인 / Ginza Station에서 도보 2 분 (160m)",,,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,흡연 허용,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/9542457.jpg,,,,,,,,,,,,,,,,,,,
日比谷Bar 日比谷店,Hibiya Bar Hibiya 상점,https://retty.me/area/PRE13/ARE2/SUB202/100000079486/,03-3581-9195,바 식사 바 이자카야,"[하루 종일]
 17:00-23:30 L.O. 23:00","하루 종일 개점
새해 휴일 (확인하십시오)
자세한 내용은 공식 웹 사이트를 확인하십시오.","점심:-
저녁 식사 : ~ 4,000 엔",Amex,,"4 층, Yurakucho 1-Chome 건물, 1-2-6, Chiyoda-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 2 분 (90m)
JR Yamanote Line / Yurakucho Station (90m)에서 도보로 2 분
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)","예
근처 (할인 없음) 사용 가능",27 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (4 명
최대 20 명까지 임대 할 수 있습니다
예약 할 수있는 사람의 수에 대한 최저 한도 (독점적 인 식사) 4 명
최대 20 명이 예약 할 수 있습니다 (스탠드 스탠딩 식사)",http://www.hibiya-bar.com,,"전산 된 링크 연회/음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 와인 음료 주차장 이용 가능 개인 공간 저녁 식사 비 스며 밍 무료 Wi-Fi
다른 사용 장면을 참조하십시오",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31810878.jpg,,"3,000 엔에서 3,999 엔으로 인한 모든 코스가 포함 된 코스와 4,000 엔에서 4,999 엔을위한 모든 코스를 포함하는 코스와 5,000 엔 (5,000 엔), 2 시간 동안 올스 링크를 포함하는 모든 코스를 포함하는 코스가 있습니다.",,"맥주, 술, 와인, 위스키, 칵테일","차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
휴대품 룸이 있습니다",사용 가능한 예약,없음,불가능합니다,불가능합니다,,불가능합니다,,,,,https://www.facebook.com/hibiyabar,https://x.com/hibiyabar,
