restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,cooking_specialties,drinking_specialties,reservation,usage_scenes,child_friendly,wifi_available,phone_number,video,ic_card_payment,instagram,remarks,lecture,available_drinks,waiting,service,dress_code,pet_friendly,power_supply_available,additional_equipment,twitter,foreign_language_support,facebook,beer_maker,인근 시설
一の倉 八重洲店,Ichinokura Yaesu 상점,https://retty.me/area/PRE13/ARE15/SUB1501/100000080844/,03-3281-3241,이자카야 야키토리,"[월요일부터 금요일까지]
점심 11:00-14:00 L.O. 14:00
저녁 식사 16 : 30-23 : 00 L.O. 22:30",매주 토요일마다 일요일 휴가,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
식당
JCB",PayPay,"1-4-8 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / 도쿄 역에서 도보로 3 분 (240m)
Toei Asakusa Line / Takaramachi (도쿄) 역 5 분 도보 (370m)",,106 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",,,,,,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 저녁 식사, 쌀, 비영리, 개인 객실, 세련된 점심, 세련된 개인 실, 개인 실, 급여 지불, 빠르고 쉬운 연말 파티, 빠르고 쉬운 새해 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36217317.jpg,,,,,,,,,,,,,,,,
加藤牛肉店 小川のうに,카토 쇠고기 상점 오가와 바다 성게,https://retty.me/area/PRE13/ARE15/SUB1501/100001697159/,03-6225-2029,테파 냐키 스테이크 해산물과 해산물 프랑스 요리,,,"점심 : ~ 4,000 엔
저녁 식사 : ~ 15,000 엔",,,"2-2-1 Yaesu, Chuo-Ku, 도쿄, 도쿄 3F, 도쿄 미드 타운 Yaesu
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (97m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 4 분 거리 (280m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 6 분 거리 (480m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,비 흡연 개인 실,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35747884.jpg,,,,,,,,,,,,,,,,
魚道場,물고기 도조,https://retty.me/area/PRE13/ARE15/SUB1501/100000081850/,03-3231-3459,교토 요리 해산물과 해산물 요리 이자카야,"[월요일부터 금요일까지]
 16:00-23:00",불규칙한 휴일,"점심 : ~ 6,000 엔
저녁 식사 : ~ 8,000 엔",불가능합니다,,"마루 주 빌딩 1f, 3-3-5 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 3 분 거리 (190m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (270m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (360m)",,,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,개인 객실을 위해 저녁 식사 저녁 식사를 제공하지 않습니다,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/22525261.jpg,,,,,,,,,,,,,,,,
新橋やきとん 日本橋3丁目店,신바시 야키 톤 니혼 바시 3 체포 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100001205587/,03-3273-2050,이자카야 돼지 요리,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
 16:00-24:00",매주 일요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"1f Urban Building, 3-7-7 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (170m)
Toei Asakusa Line / Takaramachi (도쿄) 역 6 분 (410m)",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"저녁 식사, 쌀, 맛있고 저렴한 레스토랑, 고기, 흡연 허용, 급여 지불 지불 허용",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/37032967.jpg,,,,,,,,,,,,https://x.com/yakitonihonbasi,,,,
サンマルクカフェ 日本橋八重洲通り店,Saint Marc Cafe Nihonbashi Yaesu Street Branch,https://retty.me/area/PRE13/ARE15/SUB1501/100001021844/,03-3548-0703,카페 베이커리 테이크 아웃,"[하루 종일]
 7:00-22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",예,PayPay,"Nissei Dowa Insurance Nihonbashi 본사 건물, 3-5-15 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (220m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (330m)
Toei Asakusa Line / Takaramachi (도쿄) 역 5 분 도보 (370m)",,,예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.saint-marc-hd.com/saintmarccafe/shop/641/,,,,"점심, 솔로, 브런치, 아침 식사, 저녁, 쌀, 흡연, 무료 Wi -Fi, 야간 카페, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29300698.jpg,,,신용 카드 : 비자 및 마스터 JCB를 사용할 수 있습니다,,,,"테이크 아웃 가능성
배송 가능",,,,,,,,,
英国風パブHUB 八重洲店,영국식 펍 허브 야 에스 매장,https://retty.me/area/PRE13/ARE15/SUB1501/100000082688/,03-3242-8682,펍 피자,"[월요일 ~ 목요일]
 12:00-24:00
[금요일/휴가 전]
 12:00-26:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔",Amex,PayPay,"Universe Daiichi Building 1f, 3-2-3 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / 도쿄 역에서 도보 4 분 (250m)
도쿄 메트로 마루치 라인 / 오타 마치 (도쿄) 역에서 도보로 5 분 거리 (360m)",,93 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 연회 및 음주 파티, 싱글은 괜찮아, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 저녁 식사, 흡연 허용, 늦은 밤, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24957054.jpg,,,,,,,,,,,,,,,,
婆娑羅,바사라,https://retty.me/area/PRE13/ARE15/SUB1501/100000803111/,03-5542-1938,일본 요리 쌀 그릇 카포/한국 레스토랑 Sukiyaki Pudding Jelly,"[월요일부터 금요일까지]
점심 11:00-15:00 L.O. 14:00
[월요일부터 금요일과 토요일]
저녁 식사 17 : 30-23 : 00 L.O. 22:00
[태양, 토요일, 휴일]
점심 11:30-15:30 L.O. 14:30
[Sun, Public Holidays, 전국 전]
저녁 식사 17 : 30-22 : 00 L.O. 21:00
[축하 전]
점심 11:00-15:30 L.O. 14:00","하루 종일 개점
일요일에 불규칙한 휴일","점심 : ~ 3,000 엔
저녁 식사 : ~ 10,000 엔",예,PayPay,"도쿄 스퀘어 가든, 3-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (58m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)",,54 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 데이트, 개인 실, 약혼, 싱글, 엔터테인먼트, 크리스마스 저녁 식사, 술 마시기, 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 객실 점심, 개인 방 날짜, 점심 날짜
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31033646.jpg,,,,,,,,,,,,,,,,
八吉 八重洲仲通り本店,Yayoshi Yaesu Nakadori 메인 매장,https://retty.me/area/PRE13/ARE15/SUB1501/100000019441/,03-3272-8816,해산물과 해산물 요리 이자카야 사시미,"[월요일부터 목요일과 토요일]
 16:00-24:30
[금요일/휴가 전]
 16:00-4:30
[일요일과 휴일]
 16:00-23:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 5,000 엔",예,,"Dai-Yayo Building, 3-4-1 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 3 분 (210m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (330m)",,130 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,https://www.ichirokudo.com/shop/yakichi,,,,개인 객실은 첫 번째 기차 저녁 흡연이 늦은 밤에 허용 될 때까지 오픈을 즐깁니다.,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32423777.jpg,,,,,,,,,,,,,,,,
のど黒屋 八重洲店,Nodo Kuroya Yaesu 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100000853446/,03-3517-1088,해산물과 해산물 요리 일본 음식 사시미 이자카야,"[월요일 ~ 목요일]
 17:00-24:00
[금요일/휴가 전]
 17:00-26:00
[토양]
 17:00-23:30",매주 일요일과 공휴일,"점심:-
저녁 식사 : ~ 8,000 엔",Amex,,"4F, Dai-Yayoi Building, 3-4-1 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 3 분 (210m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 4 분 거리 (270m)
도쿄 메트로 진 자 라인 / 키오바시 (도쿄) 역에서 도보로 5 분 거리 (330m)",,38 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해",,https://www.ichirokudo.com/shop/nodoguroya,,,,"개인 객실은 Sake Dinning, Fin-Smoking, 늦은 밤에 영업합니다.",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31804470.jpg,,,,,,,,,,,,,,,,
キリンシティ 八重洲地下街店,Kirin City Yaesu Underground Mall 매장,https://retty.me/area/PRE13/ARE15/SUB1501/100000042426/,03-3275-2708,맥주 홀 식당 바 맥주 바,"[월요일부터 금요일까지]
 11:00-23:00 L.O. 22:30
[태양, 토요일, 휴일]
 11:00-22:00 L.O. 21:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Yaesu Underground Mall 2-1, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (150m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 4 분 거리 (300m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 5 분 거리 (390m)",,69 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.kirincity.co.jp/shop/yaesu.html,,,,"점심, 연회 및 음주 파티, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 마시기 와인, 저녁 식사, 쌀, 금연, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33879343.jpg,,,,,,,,,,,,,,,,
加藤牛肉店 小川のうに,카토 쇠고기 상점 오가와 바다 성게,https://retty.me/area/PRE13/ARE15/SUB1501/100001697159/,03-6225-2029,테파 냐키 스테이크 해산물과 해산물 프랑스 요리,,,"점심 : ~ 4,000 엔
저녁 식사 : ~ 15,000 엔",,,"2-2-1 Yaesu, Chuo-Ku, 도쿄, 도쿄 3F, 도쿄 미드 타운 Yaesu
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / 도쿄 역에서 도보 2 분 (97m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 4 분 거리 (280m)
도쿄 메트로 긴자 라인 / 니혼 바시 (도쿄) 역에서 도보로 6 분 거리 (480m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,비 흡연 개인 실,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35747884.jpg,,,,,,,,,,,,,,,,
串亭 京橋銀座一丁目,Kushitei Kyobashi Ginza 1-Chome,https://retty.me/area/PRE13/ARE15/SUB1501/100000837774/,03-6225-2994,꼬치 꼬치 큐렛 Izakaya Yakitori 닭 요리,"[태양, 월요일부터 금요일, 토요일]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-23:00 L.O. 22:30","불규칙한 휴일
(도쿄 스퀘어 가든과 동일)","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",예,PayPay,"도쿄 스퀘어 가든 B1, 3-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역 1 분 도보 (56m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 3 분 거리 (220m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 4 분 거리 (280m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 저녁 식사, 저녁, 저녁, 저녁, 비영리, 개인 실, 점심, 개인 룸 엔터테인먼트, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35927712.jpg,,,,,,,,,,,,,,,,
Halco,Halco,https://retty.me/area/PRE13/ARE15/SUB1501/100001210337/,03-3567-5255,와인 바 바 식당 바,,불규칙한 휴일,"점심:-
저녁 식사 : ~ 6,000 엔",,PayPay,"Kyobashi Miki Building 1f, 2-12-2 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Asakusa Line / Takaramachi (도쿄) 역 1 분 도보 (25m)
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (180m)
도쿄 메트로 유라 커코 라인 / Ginza 1-Chome 역에서 도보로 6 분 거리 (450m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"혼자 즐거움, 크리스마스 저녁 식사, 와인은 술에 취해, 금연, 지불금 지불 이용 가능, 성인 날짜",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/6453536.jpg,,,,,,,,,,,,,,,,
京橋モルチェ,교오바시 털이,https://retty.me/area/PRE13/ARE15/SUB1501/100000008253/,03-3274-3891,"서양식 음식, 맥주 홀, 스탠딩 바, 햄버거","[월요일부터 금요일까지]
 10:00-22:00 L.O. 21:30
[토양]
 10:00-16:00 L.O. 15:30","매주 일요일과 공휴일
새해 연말 연시","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔",Amex,,"Kyobashi Edgran 지하실 1f, 2-2-1 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / 교오바시 (도쿄) 역에서 도보로 1 분 거리 (12m)
Toei Asakusa Line / Takaramachi (도쿄) 역에서 도보로 3 분 거리 (220m)
JR Yamanote Line / 도쿄 역에서 도보로 5 분 (370m)",,182 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.edogrand.tokyo/shop,,,,"점심, 개인 실, 싱글 룸, 크리스마스 저녁 식사, 브런치, 세련된, 저녁 식사, 쌀, 흡연 허용, 개인 실, 점심, 세련된, 개인 실, 개인 실, 엔터테인먼트, 성인 연말 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2482015.jpg,,,예약 : 저녁 식사 만 가능합니다,,,,,,,,,,,,,
一の倉 八重洲店,Ichinokura Yaesu 상점,https://retty.me/area/PRE13/ARE15/SUB1501/100000080844/,03-3281-3241,이자카야 야키토리,"[월요일부터 금요일까지]
점심 11:00-14:00 L.O. 14:00
저녁 식사 16 : 30-23 : 00 L.O. 22:30",매주 토요일마다 일요일 휴가,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
식당
JCB",PayPay,"1-4-8 Kyobashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / 키오바시 (도쿄) 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / 도쿄 역에서 도보로 3 분 (240m)
Toei Asakusa Line / Takaramachi (도쿄) 역 5 분 도보 (370m)",,106 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명",,,,,,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 저녁 식사, 쌀, 비영리, 개인 객실, 세련된 점심, 세련된 개인 실, 개인 실, 급여 지불, 빠르고 쉬운 연말 파티, 빠르고 쉬운 새해 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36217317.jpg,,,,,,,,,,,,,,,,
新橋やきとん 日本橋3丁目店,신바시 야키 톤 니혼 바시 3 체포 지점,https://retty.me/area/PRE13/ARE15/SUB1501/100001205587/,03-3273-2050,이자카야 돼지 요리,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
 16:00-24:00",매주 일요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,PayPay,"1f Urban Building, 3-7-7 Nihonbashi, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Nihonbashi (도쿄) 역에서 도보로 3 분 거리 (170m)
Toei Asakusa Line / Takaramachi (도쿄) 역 6 분 (410m)",,,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"저녁 식사, 쌀, 맛있고 저렴한 레스토랑, 고기, 흡연 허용, 급여 지불 지불 허용",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/37032967.jpg,,,,,,,,,,,,https://x.com/yakitonihonbasi,,,,
