restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,pet_friendly,wifi_available,phone_number,foreign_language_support,video,twitter,remarks,power_supply_available,additional_equipment,facebook,ic_card_payment,instagram,beer_maker,온라인 예약
隠れ家個室ダイニング DOMO DOMO 池袋東口店,숨겨진 공간을위한 개인 식당 Domo Domo Ikebukuro East Exit Branch,https://retty.me/area/PRE13/ARE662/SUB66202/100001503926/,070-4449-4351,이자카야 고기 바,"[하루 종일]
 12:00-24:00 L.O. 23:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔","비자
마스터 카드",PayPay,"1-28-4 Higashi-Kikebukuro, Toshima-Ku, 도쿄, 5 층, Kindai 건물
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 유라 커코 라인 / 히가시-비스듬한 부쿠로 (340m)에서 도보로 5 분
Jr Yamanote Line / Ikebukuro 역에서 도보로 6 분 (460m)
Toei Toen Arakawa Line / Toden Zoshigaya 역에서 도보로 8 분 (630m)","예
근처 (할인 없음) 사용 가능","70 석
((70 명의 소파 좌석, 4 명에서 70 명을위한 크고 작은 개인 실, ★ 소파 식당에는 큰 TV가 장착되어 있습니다)",없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 50 명
최대 70 명을 임대 할 수 있습니다 (좌석)",,"2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스가 있습니다.","2,999 엔 미만의 싱글 링크, 3,000 ~ 3,999 엔을위한 all-can-drink, 4,000 ~ 4,999 엔을 포함한 코스, 5,000 yen 또는 2 시간 동안 모두를위한 모든 코스를 포함하는 코스를 포함하는 코스가 포함 된 코스가 포함되어 있습니다. 또는 그 이상","우리는 야채 요리, 고기 요리, 생선 요리, 식품 생산 공간, 요리사가 해외에서 훈련했으며 요리사가 유명한 레스토랑에서 훈련했으며 요리사가 가게에서 훈련했습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일",사용 가능한 예약,"점심으로 점심으로 먹는다 당신이 흠뻑 젖은 연회/음주 파티 개인 실
다른 사용 장면을 참조하십시오","개방성이 있습니다
차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,예,불가능합니다,예,,"영어
언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001503926/archive/3170824-652e486ec8dc2.jpg,,,사용 가능 (충전 가능),,,,,,
酒・肴 おまた,알코올과 간식,https://retty.me/area/PRE13/ARE662/SUB66201/100000448044/,03-3986-7770,Izakaya 다른 Sashimi Rice Bowl Yakitori,"[월요일부터 금요일까지]
점심 11:30-13:30 L.O. 13:00
[월요일부터 금요일과 토요일]
저녁 식사 17:00-23:00 L.O. 22:30","매월 매월 두 번째 수요일 매주 일요일 휴가
식사가 없으면 점심은 끝납니다","점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔",Amex,PayPay,"세키 빌딩 1f, 1-7-8 Nishi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (210m)",,20 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,http://www.amy.hi-ho.ne.jp/omata/,,,,,,"점심, 데이트, 솔로, 크리스마스 저녁 식사, 음료수, 세련된, 저녁 식사, 쌀, 비 흡연, 점심 날짜, 세련된, 점심, 음료 Shochu, Paypay Paylains availy
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36990903.jpg,,,,,,,,,
蔵元居酒屋 清龍 南池袋店,양조장 Izakaya Seiryu Minami Ikebukuro 지점,https://retty.me/area/PRE13/ARE662/SUB66202/100000121167/,03-3985-6344,이자카야 소바 (소바) 카레,"[하루 종일]
 16:00-24:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2-27-18 Minamiikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (230m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (440m)
Toei Toen Arakawa Line / Toden Zoshigaya 역에서 도보로 8 분 (630m)",,280 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.seiryu-syuzou.co.jp/sakagura/brand/seiryu.html,,,,,,싱글 OK-sake 음료 저녁 식사 저녁 식사 맛/저렴한 레스토랑 비 흡연 페이 페이 지불 가능,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/10383855.jpg,,,,,,,,,
蟹まみれTOKYO,게로 덮인 도쿄,https://retty.me/area/PRE13/ARE662/SUB66202/100001774659/,03-6384-7146,게 요리,"[하루 종일]
저녁 식사 16 : 00-23 : 30 L.O. 22:30
봐라. 요리 22:30 음료 23:00

임대 할 때 전화로 저희에게 연락하십시오.",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,"첫 번째 인 Ikebukuro B1F-B, 1-42-8 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (230m)",없음,69 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,,,,,,사용 가능한 예약,"저녁 식사, 냉장, 개인 실, 음료수, 아이들과 함께 즐기기
다른 사용 장면을 참조하십시오",,,,예,,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36832766.jpg,,,,,,,,,
蟹まみれTOKYO,게로 덮인 도쿄,https://retty.me/area/PRE13/ARE662/SUB66202/100001774659/,03-6384-7146,게 요리,"[하루 종일]
저녁 식사 16 : 00-23 : 30 L.O. 22:30
봐라. 요리 22:30 음료 23:00

임대 할 때 전화로 저희에게 연락하십시오.",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,"첫 번째 인 Ikebukuro B1F-B, 1-42-8 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (230m)",없음,69 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,,,,,,사용 가능한 예약,"저녁 식사, 냉장, 개인 실, 음료수, 아이들과 함께 즐기기
다른 사용 장면을 참조하십시오",,,,예,,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36832766.jpg,,,,,,,,,
蔵元居酒屋 清龍 南池袋店,양조장 Izakaya Seiryu Minami Ikebukuro 지점,https://retty.me/area/PRE13/ARE662/SUB66202/100000121167/,03-3985-6344,이자카야 소바 (소바) 카레,"[하루 종일]
 16:00-24:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2-27-18 Minamiikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (230m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (440m)
Toei Toen Arakawa Line / Toden Zoshigaya 역에서 도보로 8 분 (630m)",,280 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.seiryu-syuzou.co.jp/sakagura/brand/seiryu.html,,,,,,싱글 OK-sake 음료 저녁 식사 저녁 식사 맛/저렴한 레스토랑 비 흡연 페이 페이 지불 가능,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/10383855.jpg,,,,,,,,,
A PIZZA 池袋東通り本店,피자 이케부쿠로 Higashidori 메인 매장,https://retty.me/area/PRE13/ARE662/SUB66202/100000721942/,03-5953-2900,피자 이탈리아 음식 파스타 테이크 아웃,"[월요일, 수요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
[Sun, 월요일, 수요일, 금요일, 토요일, 휴일]
저녁 식사 17:00-20:00 L.O. 19:00
[태양, 토요일, 휴일]
점심 12:00-15:00 L.O. 14:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"3-18-30 Minamiikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 6 분 (420m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (430m)
TOEI TODEN ARAKAWA LINE / TODEN ZOSHIGAYA 역에서 도보 6 분 (440m)",예,30 석,예,"불가능합니다
(흡연 없음 (입구에 흡연 공간이 있음))
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 여자 파티, 모든 링크, 연회 및 음주 파티, 솔로, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 점심, 여자 파티, 세련된 점심, 무료 Wifi
다른 사용 장면을 참조하십시오",,,,,,예,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000721942/archive/241794-60e51163af4.jpg,,"id, paypay, dpay, line pay, au pay, merpay, alipay, wechat pay",,,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Quicpay",,,
ブランジェ浅野屋 池袋西口店,Blange Asanoya Ikebukuro West Exit Branch,https://retty.me/area/PRE13/ARE662/SUB66201/100001294264/,050-3797-2772,베이커리 카페,"[하루 종일]
 7:00-22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",예,,"11-25 Ikebukuro, Toshima-Ku, 도쿄 지하, Jr Ikebukuro Station West Exit
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro Station에서 1 분 도보 (12m)",,26 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://b-asanoya.com/,,,,,,"점심, 솔로, 브런치, 세련된, 아침 식사, 저녁, 쌀, 비 조화, 세련된 점심, 이브닝 카페
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8228234.jpg,,,,,,,,,
蟹まみれTOKYO,게로 덮인 도쿄,https://retty.me/area/PRE13/ARE662/SUB66202/100001774659/,03-6384-7146,게 요리,"[하루 종일]
저녁 식사 16 : 00-23 : 30 L.O. 22:30
봐라. 요리 22:30 음료 23:00

임대 할 때 전화로 저희에게 연락하십시오.",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,"첫 번째 인 Ikebukuro B1F-B, 1-42-8 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (230m)",없음,69 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,예,,,,,,사용 가능한 예약,"저녁 식사, 냉장, 개인 실, 음료수, 아이들과 함께 즐기기
다른 사용 장면을 참조하십시오",,,,예,,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36832766.jpg,,,,,,,,,
舎鈴 池袋東口,Sharin Ikebukuro East 출구,https://retty.me/area/PRE13/ARE662/SUB66202/100001230788/,03-6914-2646,라면 수프,"[Sun, 화요일, 금요일, 토요일]
 11:00-23:00 L.O. 22:45",매주 월요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,PayPay,"청동기 건물 A, 1f, 1f3-3 미나미 이케부쿠로, 토시마 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 1 분 (66m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 역에서 도보 8 분 (600m)",,"15 석
(15 개의 카운터 좌석, 10 개의 테이블 좌석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.tsukemen-sharin.com/,,,,,,"점심, 솔로, 세련된, 저녁 식사, 쌀, 맛있고, 싸고, 금연, 세련된, 점심, 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35856841.jpg,,,,,,,,,
蔵元居酒屋 清龍 南池袋店,양조장 Izakaya Seiryu Minami Ikebukuro 지점,https://retty.me/area/PRE13/ARE662/SUB66202/100000121167/,03-3985-6344,이자카야 소바 (소바) 카레,"[하루 종일]
 16:00-24:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"2-27-18 Minamiikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (230m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (440m)
Toei Toen Arakawa Line / Toden Zoshigaya 역에서 도보로 8 분 (630m)",,280 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.seiryu-syuzou.co.jp/sakagura/brand/seiryu.html,,,,,,싱글 OK-sake 음료 저녁 식사 저녁 식사 맛/저렴한 레스토랑 비 흡연 페이 페이 지불 가능,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/10383855.jpg,,,,,,,,,
魚と巻き串のお店 優男～まお～ 池袋本館,물고기와 구르는 꼬치 yuuo ~ mao ~ ikebukuro 본관,https://retty.me/area/PRE13/ARE662/SUB66201/100001502972/,03-5944-8810,이자카야,,,"점심:-
저녁 식사 : ~ 3,000 엔",,PayPay,"1-35-4 Nishi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 3 분 거리 (170m)",,,없음,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,흡연 허용 페이 페이 지불이 허용되었습니다,,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36205505.jpg,,,,,,,,,
ブランジェ浅野屋 池袋西口店,Blange Asanoya Ikebukuro West Exit Branch,https://retty.me/area/PRE13/ARE662/SUB66201/100001294264/,050-3797-2772,베이커리 카페,"[하루 종일]
 7:00-22:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",예,,"11-25 Ikebukuro, Toshima-Ku, 도쿄 지하, Jr Ikebukuro Station West Exit
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro Station에서 1 분 도보 (12m)",,26 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://b-asanoya.com/,,,,,,"점심, 솔로, 브런치, 세련된, 아침 식사, 저녁, 쌀, 비 조화, 세련된 점심, 이브닝 카페
다른 사용 장면을 참조하십시오",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8228234.jpg,,,,,,,,,
ワインの酒場。ディプント 池袋東口店,와인 바. Dubunto Ikebukuro East Exit 매장,https://retty.me/area/PRE13/ARE662/SUB66202/100000836872/,03-5928-4188,와인 바 Izakaya 식당 바 이탈리아 요리,"[월요일 ~ 목요일]
 15:00-24:00 L.O. 23:30
[금요일/휴가 전]
 15:00-27:00 L.O. 26:30
[토양]
 12:00-27:00 L.O. 26:30
[일요일과 휴일]
 12:00-24:00 L.O. 23:30
행복한 시간은 매일 열립니다! 주중 오후 7 시부 터 개장하고 주말과 휴일에 오후 5 시부 터 개장합니다.",하루 종일 개점,"점심 : ~ 4,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Otowa Building B1F, 1-15-2 Higashi-Kikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 4 분 거리 (320m)
도쿄 메트로 유라쿠코 라인 / 히가시-비케이부 쿠로 스테이션에서 도보로 7 분 거리 (540m)","없음
근처 (할인 없음) 사용 가능",90 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 제한된 수 (스탠드 스탠딩 식사) : 130 명",,"4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스로 제공됩니다.","4,000 엔에서 4,999 엔까지의 싱글 링크와 5,000 엔 이상의 링크, 2.5 시간 동안 온스 한 링크를 포함하는 코스가 포함 된 코스가 있습니다.",고기 요리 전문,"맥주, 와인, 위스키, 칵테일",사용 가능한 예약,"점심, 데이트, 여자 파티, 모든 링크, 연회 및 파티, 파티, 싱글 OK, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인, 주차장, 아이들과 함께 즐기기, 세련된, 개인 공간
다른 사용 장면을 참조하십시오",차분한 분위기,"놀라운 응답 가능
축하 가능성",,예,,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000836872/archive/3572747-67eedfeebfa49.jpg,,・ 300 엔의 신청 수수료,,,,,,,
A PIZZA 池袋東通り本店,피자 이케부쿠로 Higashidori 메인 매장,https://retty.me/area/PRE13/ARE662/SUB66202/100000721942/,03-5953-2900,피자 이탈리아 음식 파스타 테이크 아웃,"[월요일, 수요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
[Sun, 월요일, 수요일, 금요일, 토요일, 휴일]
저녁 식사 17:00-20:00 L.O. 19:00
[태양, 토요일, 휴일]
점심 12:00-15:00 L.O. 14:30",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"3-18-30 Minamiikebukuro, Toshima-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 6 분 (420m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 스테이션에서 도보 6 분 (430m)
TOEI TODEN ARAKAWA LINE / TODEN ZOSHIGAYA 역에서 도보 6 분 (440m)",예,30 석,예,"불가능합니다
(흡연 없음 (입구에 흡연 공간이 있음))
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 여자 파티, 모든 링크, 연회 및 음주 파티, 솔로, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 와인, 세련된, 저녁 식사, 쌀, 비 흡연, 점심, 여자 파티, 세련된 점심, 무료 Wifi
다른 사용 장면을 참조하십시오",,,,,,예,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000721942/archive/241794-60e51163af4.jpg,,"id, paypay, dpay, line pay, au pay, merpay, alipay, wechat pay",,,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Quicpay",,,
ゴーゴーカレー 池袋サンシャイン中央通りスタジアム,가서 카레 이케부쿠로 선샤인 chuodori 스타디움,https://retty.me/area/PRE13/ARE662/SUB66202/100000012894/,03-6912-5508,카레 테이크 아웃,"[태양, 월요일부터 금요일, 토요일]
 10:55 ~ 22:55",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,PayPay,"Maejima Building, 1-3-2 Higashi-Kikebukuro, Toshima-Ku, Tokyo, 1st Basement Floor
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ikebukuro 역에서 도보로 2 분 거리 (150m)
도쿄 메트로 유라쿠코 라인 / 히가시-비스듬한 부쿠로 역에서 도보 8 분 (600m)",,19 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,"https://www.gogocurry.com/
https://gbmm620.gorp.jp/",,,,,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/31136667.jpg,,,,,,,,,
