restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,facebook,lecture,available_drinks,cooking_specialties,drinking_specialties,usage_scenes,waiting,service,wifi_available,phone_number,video,ic_card_payment,private,remarks,reservation,child_friendly,power_supply_available,instagram,twitter,foreign_language_support,dress_code,pet_friendly,additional_equipment,인근 시설
丸冨水産 目黒店,Marutomi Suisan Meguro 매장,https://retty.me/area/PRE13/ARE13/SUB704/100000001246/,03-5795-2660,이자카야 일본 음식 사시미 해산물과 해산물,"[하루 종일]
 16:00-23:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",Amex,PayPay,"2-14-11 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (94m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 13 분 도보 (1.0km)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)",,"90 석
(카운터에서 16 석, 2 층 테라스에서 12 석)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,http://marutomi.foodex.ne.jp/index.html,,,,,,"연회 및 음주 파티 독신자를위한 OK 작별 파티 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티를 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32289252.jpg,,,,,,,,,,,,,
TOKYO DREAM 目黒駅前店,도쿄 드림 메 구로 에키 마 매장,https://retty.me/area/PRE13/ARE13/SUB704/100001402504/,03-5475-5961,인도 카레 태국 음식 카레,"[하루 종일]
 11:00-24:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1F 메 구로 센트럴 스퀘어, 3-1-1 카미 오사키, 시나가와 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (82m)
Tokyu Meguro Line / Fudomae Station에서 도보로 12 분 (910m)
JR Yamanote Line / Gotanda Station 13 분 도보 (1.0km)",,100 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://hira-corporation.co.jp/,,,,,,"점심, 개인 실, 싱글 룸, 저녁 식사, 쌀, 흡연 허용, 개인 실, 점심, 세련된 점심, 세련된 개인 실, 급여 지불 지불, 빠르고 쉬운 연말 파티, 빠르고 쉬운 새해 파티
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35797694.jpg,,,,,,,,,,,,,
とらふぐ亭 目黒店,Torafugutei Meguro 지점,https://retty.me/area/PRE13/ARE13/SUB704/100000105931/,03-5740-6329,뜨거운 냄비 푸구 요리,"[월요일부터 금요일과 토요일]
 17:00-23:30 L.O. 22:30
[일요일과 휴일]
 16:00-23:30 L.O. 22:30",하루 종일 개점,"점심:-
저녁 식사 : ~ 8,000 엔",Amex,PayPay,"1-5-15 메 구로, 메 구로 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (270m)
Tokyu Meguro Line / Fudomae Station에서 도보 13 분 (990m)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",,65 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,연회 및 음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 저녁 식사 저녁 식사 비 흡연 지불 가능,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/33762090.jpg,,,,,,,,,,,,,
焼肉明洞,야키니쿠 미오도,https://retty.me/area/PRE13/ARE13/SUB704/100000011187/,03-3494-1293,Yakiniku Korean Food Samgyeopsal,"[하루 종일]
 11:00-15:00
 17:00-24:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","Amex
식당
JCB",PayPay,"Myeong Building 2F, 1-6-16 Meguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 6 분 (440m)
Tokyu Meguro Line / Fudomae 역에서 도보 13 분 (970m)
JR Yamanote Line / Ebisu Station 17 분 도보 (1.3km)",,33 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,"점심, 개인 객실, 싱글 룸, 크리스마스 저녁 식사, 저녁 식사, 쌀, 고기, 비 조화, 개인 룸 점심, 개인 룸 엔터테인먼트, 급여 지불 지불, 요리 및 연말 파티, 요리 및 새해 파티
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/13190362.jpg,,,,,,,,,,,,,
焼肉ぽんが はなれ,야키 니쿠 폰가 하나 아,https://retty.me/area/PRE13/ARE13/SUB704/100001537093/,03-6450-2131,야키니쿠,"[월요일부터 금요일과 토요일]
 16:00-23:30 L.O. 22:30
[일요일과 휴일]
 16:00-23:00 L.O. 22:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Meguro Higashisei Building, 2F, 2-14-9 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (110m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 스테이션 13 분 도보 (1.0km)
도쿄 메 구로 라인 / 푸 도마 스테이션 13 분 도보 (1.0km)",,35 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://yakiniku-ponga.com/hanare/,,,,,,"개인 실, 저녁 식사, 쌀, 고기, 흡연 허용, 개인 룸 엔터테인먼트, 급여 지불 지불, 세련된 Merikuri 크리스마스 2024
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27727842.jpg,,,,,,,,,,,,,
釣船茶屋 ざうお 目黒店,낚시 보트 Chaya Zao Meguro 지점,https://retty.me/area/PRE13/ARE13/SUB704/100000766045/,03-6417-9588,이자카야 사샤 시미 해산물과 해산물,"[월요일부터 금요일까지, 휴일 전, 휴일 전]
 17:00-23:00 L.O. 22:00
[태양/토요일]
 11:30-23:00 L.O. 22:00","하루 종일 개점
새해 휴일 (확인하십시오)","점심 : ~ 5,000 엔
저녁 식사 : ~ 6,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"San Ferista Meguro 5F, 2-27-1 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Jr Yamanote Line / Meguro 역에서 1 분 도보 (66m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (950m)
도쿄 메트로 남보쿠 라인 / 시로 카네이이 역 16 분 (1.2km)",없음,250 석,없음,"예
(완전 흡연 허용)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",https://www.zauo.com/,,"2,999 엔, 3,000 ~ 3,999 엔 코스, 4,000 ~ 4,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 2 시간 동안 all-you-can-drink, 3 시간 이상 동안 싱글 링크",,"술, 쇼치, 와인","점심 모든 란드 링크 연회/음주 파티 개인 방 약혼 저녁 식사 파티 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 파티 새해 파티 마시는 와인 세련된 저녁 흡연 허용 생일
다른 사용 장면을 참조하십시오",활발한 상점,,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000766045/archive/1160711-5d92a3dfa1e15.jpg,,,,사용 가능한 예약,,,,,,,,,
エノフィリア,열망,https://retty.me/area/PRE13/ARE13/SUB704/100001404023/,03-6417-0355,와인 바 비스트로 쇠고기 요리,"[월요일부터 금요일과 토요일]
 18:00-24:00 L.O. 21:00",매주 일요일과 공휴일,"점심:-
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"녹색 높이 Gyojinzaka B1F, 1-4-7 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (320m)
Tokyu Meguro Line / Fudomae 역에서 도보로 10 분 (770m)
JR Yamanote Line / Gotanda Station 17 분 도보 (1.3km)",없음,54 석,,"불가능합니다
(상점 밖에서 이용 가능한 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",https://oenophilia-meguro.com,,"4,000 엔에서 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스, 7,000 ~ 7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","4,000 엔에서 4,999 엔까지의 싱글 링크를 포함하는 코스와 5,000 엔 이상의 링크, 한 시간 반 동안 만약을 포함한 코스가 2 시간 동안, 2 시간 동안 전액 만약, 3 시간 동안 전적으로 다루는 코스가 있습니다.","우리는 고기 요리, 수입 성분에 대해 특히 알고 있으며 알레르기가있는 고객에게 수용 할 수 있으며 매장 내에서 준비 할 수 있습니다.","맥주, 와인, 위스키, 칵테일","싱글 링크 연회/음주 파티 싱글을위한 개인 실
다른 사용 장면을 참조하십시오","개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
소믈리에가 있습니다
테이크 아웃 가능성",예,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001404023/archive/2046835-5f9fa6755499c.jpg,,"예
예약 할 수있는 제한된 수의 사람들 : 54 명
예약 할 수있는 제한된 수 (스탠드 스탠딩 식사) : 70 명",,사용 가능한 예약,,,https://www.instagram.com/wine_dining_oenophilia,,"영어
언어 지원 메뉴가 있습니다",없음,불가능합니다,프로젝터 및 사운드 장비,
焼鳥・鍋 炭トマ,야키토리/핫팟 숯 토마,https://retty.me/area/PRE13/ARE13/SUB704/100001575034/,03-6417-3538,이자카야 야키토리 핫팟 바 천연 식품,"[월요일부터 금요일까지]
저녁 식사 17:00-28:00 L.O. 27:00
[토양]
저녁 식사 15:00-28:00 L.O. 27:00
[일요일과 휴일]
저녁 식사 15 : 00-23 : 30 L.O. 22:00",불규칙한 휴일,"점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
식당
JCB",PayPay,"Hokuto Meguro Building 1f, 2-17-3 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (140m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)
도쿄 메트로 Namboku 라인 / 시로 카네이이 역 15 분 (1.2km)",없음,"32 석
(4 개의 카운터 좌석, 28-30 테이블 시트 개인 실 : 문을 닫은 반 개인 객실은 4 명 이상을 위해 문의하십시오.)","예
(4 석)","불가능합니다
완전히 흡연이 허용됩니다
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
(흡연 허용. 모든 좌석은 열린 곳에서 자정까지 만 담배가 가열됩니다. 모든 좌석은 자정 이후에 담배를 피 웁니다 (유형에 관계없이))
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,,"4,000 엔 ~ 4,999 엔 코스, 5,000 ~ 5,999 엔 코스, 6,000 ~ 6,999 엔 코스로 제공됩니다.","4,000 엔에서 4,999 엔으로 인한 all-you-can-drink와 5,000 엔 이상을위한 all-can-drink 및 3 시간 이상 동안의 싱글 링크가 포함 된 코스가 있습니다.",야채 요리에 중점을 둔 채식 메뉴를 사용할 수 있습니다.,"술, 쇼치, 와인","싱글 링크 파티 싱글을위한 개인 방은 싱글을위한 개인 실
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳","놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001575034/archive/2318035-607008f4b7e20.jpg,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 30 명",,사용 가능한 예약,"불가능합니다
알레르기 음식을 사용할 수 있습니다",예 (무료),,,,,불가능합니다,,
たけ美,타케미,https://retty.me/area/PRE13/ARE13/SUB704/100000039778/,03-3495-4748,이자카야 카포/작은 식당 해산물/해산물 일본 요리 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 13:45
저녁 식사 18:00-23:00 L.O. 22:30
[토양]
저녁 식사 18:00-22:30 L.O. 22:00","매주 일요일과 공휴일
새해 휴일 (확인하십시오)
우리는 12/31에서 1/5로 문을 닫습니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-3-4-104 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (260m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (890m)
JR Yamanote Line / Gotanda Station 17 분 도보 (1.4km)","없음
근처 (할인 없음) 사용 가능","16 석
(12 개의 카운터 좌석, 4-6 테이블)",예,"연기 분리
(흡연은 점심 시간에 허용되지 않습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.takeout-bento.com/,,,,"우리는 야채 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","술, 쇼카, 와인, 칵테일","점심으로 점심만한 연회/음주 파티 성인을위한 개인 실 혼자서 성인을위한 사적인 방 혼인 작별 파티를 환영합니다.
다른 사용 장면을 참조하십시오",차분한 분위기,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000039778/archive/1698283-5ed7810cbe4b2.jpg,,"예
최대 20 명까지 임대 할 수 있습니다","테이블 시트 만 5% 서비스 요금으로 청구됩니다.
10 세 이상의 어린이는 저녁 식사 시간이 필요하므로 이해하십시오.",사용 가능한 예약,,,https://www.instagram.com/meguro_takemi/,https://x.com/takemi_meguro_,,없음,,,
Bar Day Break tokyo,바의 날 휴식 도쿄,https://retty.me/area/PRE13/ARE13/SUB704/100000105097/,03-3494-8819,바 식당 바 이탈리아 음식 바 서쪽 음식,"[월요일부터 금요일과 토요일]
 18:00-26:00","매주 일요일
∎ 월요일이 공휴일이거나 휴일이라면 월요일에 문을 닫습니다.
∎ 새해 공휴일에 문을 닫았습니다","점심:-
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",,"2F, Delfan Building, 2-17-5 Kamiosaki, Shinagawa-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보로 3 분 (180m)
도쿄 메 구로 라인 / 푸 도마 스테이션 14 분 도보 (1.1km)
도쿄 메트로 Namboku 라인 / 시로 카네이이 역 15 분 (1.2km)",없음,"32 석
(4 테이블 시트 x 3 박스 좌석, 5-10)","예
(카운터에서 10 석)","예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
7 명 이상",,https://www.facebook.com/bardaybreak/,"3,000 엔에서 3,999 엔으로 제공됩니다",,,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일","연회 및 음주 파티 개인 방 작별 파티를 환영 파티 연말 파티 새해 파티 와인을 마실 수있는 개인 사용 저녁 식사 흡연 허용 늦은 밤
다른 사용 장면을 참조하십시오",차분한 분위기,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/6076086.jpg,,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 32 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사) 35 명",,사용 가능한 예약,,,,,,없음,,,
目黒のさんま 菜の花,메 구로의 슈타리 강간 꽃,https://retty.me/area/PRE13/ARE13/SUB704/100000005032/,03-3491-0323,Izakaya Obanzai Sashimi 해산물 및 해산물,"[월요일부터 금요일, 토요일, 휴일 전]
 11:30-14:00 L.O. 13:50
[월요일부터 금요일까지, 휴일 전]
 17:00-24:00 L.O. 23:20
[토양]
 17:00-23:00 L.O. 22:20",매주 일요일과 공휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 4,000 엔","Amex
JCB",PayPay,"1F Kiku Building, 1-1-15 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 2 분 (140m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (900m)
JR Yamanote Line / Gotanda Station 16 분 도보 (1.3km)",,27 석,예,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://sanma.main.jp/,,,,,,"점심, 솔로, 크리스마스 저녁 식사, 음료수, 저녁 식사, 쌀, 흡연, 급여 지불 제공, 바삭 바삭한 연말 파티, 바삭 바삭한, 새해 파티
다른 사용 장면을 참조하십시오",,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/24468718.jpg,,,,,,,,,,,,,
たけ美,타케미,https://retty.me/area/PRE13/ARE13/SUB704/100000039778/,03-3495-4748,이자카야 카포/작은 식당 해산물/해산물 일본 요리 테이크 아웃,"[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 13:45
저녁 식사 18:00-23:00 L.O. 22:30
[토양]
저녁 식사 18:00-22:30 L.O. 22:00","매주 일요일과 공휴일
새해 휴일 (확인하십시오)
우리는 12/31에서 1/5로 문을 닫습니다","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"1-3-4-104 Shimomeguro, Meguro-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Meguro 역에서 도보 4 분 (260m)
Tokyu Meguro Line / Fudomae 역에서 도보로 12 분 (890m)
JR Yamanote Line / Gotanda Station 17 분 도보 (1.4km)","없음
근처 (할인 없음) 사용 가능","16 석
(12 개의 카운터 좌석, 4-6 테이블)",예,"연기 분리
(흡연은 점심 시간에 허용되지 않습니다)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.takeout-bento.com/,,,,"우리는 야채 요리, 생선 요리 및 채식 메뉴에 대해 특별합니다.","술, 쇼카, 와인, 칵테일","점심으로 점심만한 연회/음주 파티 성인을위한 개인 실 혼자서 성인을위한 사적인 방 혼인 작별 파티를 환영합니다.
다른 사용 장면을 참조하십시오",차분한 분위기,"놀라운 응답 가능
축하 가능성
테이크 아웃 가능성",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000039778/archive/1698283-5ed7810cbe4b2.jpg,,"예
최대 20 명까지 임대 할 수 있습니다","테이블 시트 만 5% 서비스 요금으로 청구됩니다.
10 세 이상의 어린이는 저녁 식사 시간이 필요하므로 이해하십시오.",사용 가능한 예약,,,https://www.instagram.com/meguro_takemi/,https://x.com/takemi_meguro_,,없음,,,
