restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,store_website,instagram,twitter,usage_scenes,child_friendly,wifi_available,phone_number,video,qr_code_payment,drinking_specialties,waiting,dress_code,remarks,ic_card_payment,private,facebook,lecture,available_drinks,cooking_specialties,reservation,service,power_supply_available,foreign_language_support,pet_friendly,additional_equipment,쇼핑 직무 정보,온라인 예약,beer_maker
NYグリル&ブッフェ フィオーレ コートヤード・マリオット銀座東武ホテル,NY Grill & Buffet Fiore Courtyard Marriott Ginza Tobu Hotel,https://retty.me/area/PRE13/ARE2/SUB201/100000738009/,050-5262-1098,호텔 뷔페 뷔페 스위트,"[하루 종일]
아침 6:30-10:30 L.O. 10:15
점심 11 : 30-15 : 00 L.O. 14:45
저녁 식사 17:30-22:00 L.O. 21:45",,"점심 : ~ 5,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB","안뜰 메리어트 진 자 토부 호텔 1F, 6-14-10 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기시 지노자 역에서 도보로 4 분 (250m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 (280m)
Twei Oedo Line / Tsukiji Market Station에서 도보 6 분 (410m)",,97 석,"예
(3 개의 카운터 좌석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://www.marriott.com/ja/hotels/tyocy-courtyard-tokyo-ginza-hotel/overview/,,,"소녀의 밤, 세련된 날짜, 생일, 기념일, 크리스마스 저녁 식사, 연말 파티, 올해-냉장, 모든 당신이 먹고, 싱글 링크, 그룹 날짜, 연회 및 음주 파티, 개인 객실, 솔로 룸, 작별 파티, 환영 파티, 새해, 아침 식사, 개인 실, 점심
다른 사용 장면을 참조하십시오",,,03-3546-8985,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000738009/archive/2014964-5f911fb0758c6.png,PayPay,,,,,,,,,,,,,,,,,,,
AIN SOPH. GINZA,Ain Soph. 진 자,https://retty.me/area/PRE13/ARE2/SUB201/100000055771/,03-6228-4241,카페 과자 자연 식품 야채,"[토양]
 17:00-23:00 L.O. 22:00",불규칙한 휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 5,000 엔",예,"4-12-1 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (120m)
도쿄 메트로 유라쿠코 라인 / 6 분 Ginza 1-Chome Station (480m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 7 분 거리 (490m)",,40 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://en.ain-soph.jp/,,,"어린이들과 함께 즐길 수있는 세련되고 사적인 장소 브런치가 아닌 여자 나이트 페이 페이 지불 이용할 수있는 작별 파티 환영 파티
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/27623521.jpg,PayPay,,,,,,,,,,,,,,,,,,,
三亀,3 개의 거북이,https://retty.me/area/PRE13/ARE2/SUB201/100000042963/,03-3571-0573,카포/작은 레스토랑 레스토랑 사시미 해산물/해산물,"[월요일부터 금요일, 토요일, 휴일 전]
점심 11 : 45-14 : 00
저녁 식사 17:00-22:00 L.O. 21:30",매주 일요일과 공휴일,"점심 : ~ 3,000 엔
저녁 식사 : ~ 6,000 엔",Amex,"1F, KN 빌딩, 6-4-13 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)
JR Yamanote Line / Yurakucho 역에서 도보로 3 분 거리 (240m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 (240m)",,25 석,예,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
4 명
6 명
7 명 이상",,,,"점심, 개인 실, 약혼 저녁 식사, 싱글 게스트, 엔터테인먼트, 크리스마스 저녁 식사, 세련된, 저녁 식사, 쌀, 비 흡연, 개인 점심, 세련된, 개인 실, 개인 실,
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/32594767.jpg,,,,,,,,,,,,,,,,,,,,
銀座 日本料理 朱雀,Ginza Japanese Cuisine Suzaku,https://retty.me/area/PRE13/ARE2/SUB201/100000012643/,03-3573-7577,Kaiseki Cuisine Kappo/Small Restaurant,"[Sun, 화요일, 금요일, 토요일]
 11:30-14:00
 18:00-24:00",매주 월요일,"점심 : ~ 8,000 엔
저녁 식사 : ~ 20,000 엔",Amex,"5F, 오디오 Ginza Building, 5-5-9 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 진 자 라인 / Ginza 역에서 도보 2 분 (87m)
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (130m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보 4 분 (270m)",,20 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,https://ginza-suzaku.gorp.jp/,,,"점심, 연회 및 음주 파티, 개인 객실, 약혼 저녁 식사, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 술, 와인, 세련된, 저녁, 비영리
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/10217348.jpg,,,,,,,,,,,,,,,,,,,,
Le Nougat,르 누가,https://retty.me/area/PRE13/ARE2/SUB201/100000353195/,03-6254-5105,프랑스 테이크 아웃 비스트로 바 훈제 바,"[월요일부터 금요일까지]
저녁 식사 17:30-1:00 L.O. 24:00
[토양]
 12:00-1:00 L.O. 24:00
[일요일과 휴일]
 12:00-23:00 L.O. 22:00",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 10,000 엔",Amex,"도쿄 진 자 빌딩 1F, 6-12-2 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기샤 지인 스테이션에서 도보로 3 분 거리 (170m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)",,44 석,예,"불가능합니다
(완전히 금연 (비 흡연) (애쉬 스트레이는 외부 테라스에 설치됩니다. 밤 바람이 날아가는 동안 휴식을 취하십시오!)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.lenougat.jp/,,,"점심, 날짜, 소녀의 밤, 연회 및 음주 파티, 약혼 저녁 식사, 싱글은 괜찮아, 엔터테인먼트, 작별 파티, 환영 파티, 벚꽃 시청과 체리 블로 톰 시청, 크리스마스 저녁, 연말 파티, 새해 파티, 와인, 마시는 식당
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000353195/archive/1880498-5f71a136c138f.png,PayPay,,,,,,,,,,,,,,,,,,,
Le Nougat,르 누가,https://retty.me/area/PRE13/ARE2/SUB201/100000353195/,03-6254-5105,프랑스 테이크 아웃 비스트로 바 훈제 바,"[월요일부터 금요일까지]
저녁 식사 17:30-1:00 L.O. 24:00
[토양]
 12:00-1:00 L.O. 24:00
[일요일과 휴일]
 12:00-23:00 L.O. 22:00",하루 종일 개점,"점심 : ~ 3,000 엔
저녁 식사 : ~ 10,000 엔",Amex,"도쿄 진 자 빌딩 1F, 6-12-2 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 히비야 라인 / 히가시 기샤 지인 스테이션에서 도보로 3 분 거리 (170m)
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)",,44 석,예,"불가능합니다
(완전히 금연 (비 흡연) (애쉬 스트레이는 외부 테라스에 설치됩니다. 밤 바람이 날아가는 동안 휴식을 취하십시오!)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,https://www.lenougat.jp/,,,"점심, 날짜, 소녀의 밤, 연회 및 음주 파티, 약혼 저녁 식사, 싱글은 괜찮아, 엔터테인먼트, 작별 파티, 환영 파티, 벚꽃 시청과 체리 블로 톰 시청, 크리스마스 저녁, 연말 파티, 새해 파티, 와인, 마시는 식당
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000353195/archive/1880498-5f71a136c138f.png,PayPay,,,,,,,,,,,,,,,,,,,
天麩羅 おばた,튀김 Obata,https://retty.me/area/PRE13/ARE2/SUB201/100001400765/,03-3575-5922,튀김,"[월요일부터 금요일, 토요일, 휴일]
 11:30-13:30
 17:00-21:00","매주 일요일
월요일에 공휴일에 문을 닫았습니다","점심 : ~ 8,000 엔
저녁 식사 : ~ 20,000 엔",Amex,"토큰 건물 B1F, 7-2-8 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 4 분 거리 (290m)
JR Yamanote Line / Yurakucho 역에서 도보로 5 분 (330m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 5 분 (330m)",,9 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,"점심, 개인 실, 저녁 식사, 쌀, 비 흡연, 개인 실, 점심",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/28603513.jpg,,,,,,,,,,,,,,,,,,,,
BLT STEAK GINZA,BLT 스테이크 진 자,https://retty.me/area/PRE13/ARE2/SUB201/100001203104/,03-3573-1129,스테이크 카페,"[하루 종일]
점심 11:30-15:00
저녁 식사 17:00-22:00
1 월 2 일부터 1 월 5 일까지 영업 시간이 단축되면 마지막 저녁 예약 시간은 오후 7시입니다.","하루 종일 개점
・ 새해 공휴일 (확인하십시오)
・ 시설과 동일합니다","점심 : ~ 5,000 엔
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB","Royal Crystal Ginza 8f, 5-4-6 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza Station에서 도보 1 분 (43m)
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (110m)
도쿄 메트로 히비야 라인 / Hibiya 역에서 도보로 3 분 거리 (190m)","없음
이웃 P (할인) 사용 가능","95 석
(44 개의 식당, 12 개의 개인 실)",없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",https://bltsteak.jp/,https://www.instagram.com/bltsteak_tokyo/,https://x.com/bltsteaktokyo,"점심, 데이트, 모든 링크, 결혼 기념일, 연회 및 음주 파티, 개인 방, 개인 객실, 약혼 저녁 식사 파티, 싱글 OK, 결혼식, 사후 파티, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 주차장, 어린이와 함께 즐기십시오.
다른 사용 장면을 참조하십시오","예
초등학생들은 환영합니다",예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001203104/archive/11742-58744d8a993e8.jpg,PayPay,,"보기가 좋습니다
개방성이 있습니다
천장이 높습니다
조용한 가게
차분한 분위기
나이트 뷰를 볼 수 있습니다",반 공식,,,불가능합니다,https://www.facebook.com/bltokyo,,,"우리는 야채 요리, 고기 요리, 생선 요리, 식품 생산 공간 및 매장 내 준비에 특별합니다.",사용 가능한 예약,,,,,,,,
酒菜 おかだ,Sakena Okada,https://retty.me/area/PRE13/ARE2/SUB201/100000082140/,03-3571-3555,카포/작은 레스토랑 쌀 그릇 일본 요리 kaiseki 요리 반자이,"[월요일부터 금요일까지]
 17:30-23:00 L.O. 22:00",매주 토요일마다 일요일 휴가,"점심:-
저녁 식사 : ~ 15,000 엔","비자
마스터 카드
Amex
식당
JCB","Sonoe Building 4F, 8-5-19 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (160m)
Toei Oedo Line / Shiodome 역에서 도보로 4 분 거리 (310m)",,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",https://www.shusai-okada.tokyo/,,,개인 룸 저녁 식사 라이스 비 흡연,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/11011526.jpg,,,,,,,,,,,,,,,,,,,,
伍法,다섯 번째 법,https://retty.me/area/PRE13/ARE2/SUB201/100001415522/,03-6280-6080,소바 (소바) 이자카야 일본 음식 사시미,"[월요일부터 금요일까지]
점심 11:30-14:00
저녁 식사 17:00-23:00",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB","Ginza 8-10-8, Chuo-Ku, 도쿄, Ginza 8-10 Building B1
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (220m)
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (270m)",없음,24 석,예,"예
(점심 시간 동안 흡연 없음)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,"점심 모든 당신이 마시는 연회/음료 파티 개인 객실 약혼 저녁 식사 파티 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 음주 세련된 개인 저녁 식사
다른 사용 장면을 참조하십시오",,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001415522/archive/1414092-5e2e92d2385f0.jpg,PayPay,,,,,,예,,,,,사용 가능한 예약,,,,,,,,
Ginza Bar L'aurora,Ginza Bar L 'Aurora,https://retty.me/area/PRE13/ARE2/SUB201/100000741666/,03-6228-5824,식당 바,"[태양, 월요일부터 금요일, 토요일]
점심 11:30-14:30
저녁 19 : 00-27 : 00",불규칙한 휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",Amex,"Ginza Katagiri Building II 3F, 6-12-16 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보로 3 분 거리 (170m)
도쿄 메트로 히비야 라인 / 히가시 기샤 지인 스테이션에서 도보로 3 분 거리 (170m)",,10 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 저녁 식사, 저녁 식사, 금연, 늦은 밤에 개장, 급여 지불 지불 수락",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/8992393.jpg,PayPay,,,,,,,,,,,,,,,,,,,
伍法,다섯 번째 법,https://retty.me/area/PRE13/ARE2/SUB201/100001415522/,03-6280-6080,소바 (소바) 이자카야 일본 음식 사시미,"[월요일부터 금요일까지]
점심 11:30-14:00
저녁 식사 17:00-23:00",매주 토요일마다 일요일 휴가,"점심 : ~ 2,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB","Ginza 8-10-8, Chuo-Ku, 도쿄, Ginza 8-10 Building B1
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (220m)
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (270m)",없음,24 석,예,"예
(점심 시간 동안 흡연 없음)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상",,,,"점심 모든 당신이 마시는 연회/음료 파티 개인 객실 약혼 저녁 식사 파티 싱글 OK Entertainment Farewell 파티 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 음주 세련된 개인 저녁 식사
다른 사용 장면을 참조하십시오",,없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100001415522/archive/1414092-5e2e92d2385f0.jpg,PayPay,,,,,,예,,,,,사용 가능한 예약,,,,,,,,
ビストロ ヴォージュ,비스트로 보즈,https://retty.me/area/PRE13/ARE2/SUB201/100000059853/,03-3574-2075,프랑스 식당 바이스트로 스테이크 햄버거,"[월요일부터 금요일까지, 휴일 전]
점심 12:00-14:00
[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 18:00-23:00 L.O. 22:00","매월 매월 두 번째 토요일 매주 일요일 휴가
두 번째 토요일에 문을 닫았습니다
휴일","점심 : ~ 2,000 엔
저녁 식사 : ~ 6,000 엔",Amex,"Nishi 5 Building 7F, 5-4-15 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 긴자 라인 / Ginza 역에서 도보 1 분 (63m)
도쿄 메트로 히비야 라인 / 히가시 긴자 역에서 도보 2 분 (160m)
도쿄 메트로 히비야 라인 / Hibiya Station에서 도보로 3 분 거리 (200m)",,26 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.instagram.com/vosgesginza/,https://x.com/vosges1,"점심, 솔로, 엔터테인먼트, 성인 은신처, 크리스마스 저녁 식사, 와인, 세련된, 저녁 식사, 쌀, 고기, 비 흡연, 세련된 점심
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/30485792.jpg,,,,,,,,https://www.facebook.com/profile.php?id=100063253957940,,,,,,,,,,,,
Ginza N,진 자 n,https://retty.me/area/PRE13/ARE2/SUB201/100000922966/,03-3573-4079,카페 와인 바,"[tue-fri]
 11:00-19:00 L.O. 18:00
[토양]
 11:00-23:00 L.O. 22:00",매주 월요일마다 일요일 휴가,"점심 : ~ 5,000 엔
저녁:-",Amex,"Mikuni Ginza 7 건물, 7-6-11 Ginza, Chuo-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (310m)
도쿄 메트로 진 자 라인 / Ginza 역에서 도보로 5 분 (340m)
도쿄 메트로 히비야 라인 / 히가시 기지 린자 역에서 도보 6 분 (410m)",예,,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"점심, 연회 및 음주 파티, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 저녁 식사, 저녁 식사, 비영리, 무료 Wi-Fi, 나이트 카페",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/1728173.jpg,,,,,신용 카드 : 저녁 식사 만 가능합니다,,,,,,,,,,,,,,,
