restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,wifi_available,phone_number,video,available_drinks,service,dress_code,child_friendly,pet_friendly,power_supply_available,foreign_language_support,additional_equipment,qr_code_payment,facebook,twitter,remarks,ic_card_payment,쇼핑 직무 정보,beer_maker,온라인 예약
炭の屋でですけ,숯 가게에서,https://retty.me/area/PRE13/ARE2/SUB1601/100000749207/,03-3431-3442,이자카야 야키토리,"[월요일부터 금요일, 토요일, 휴일]
 11:30-20:00 L.O. 18:00
[낮]
 12:00-20:00 L.O. 18:00
*영업 시간은 현재 업무 시간을 단축하도록 요청 받고 있습니다.","1 월 1 일, 1 월 2 일, 1 월 3 일, 1 월 4 일, 12 월 31 일
새해 휴일 (확인하십시오)
*직원이 집에 없을 때는 음성 지침을 사용하여 예약이 수락됩니다.
<비즈니스 정보>
◎ 16 : 00-18 : 30 숨겨진 시간
↑ 해피 아워 이벤트 : 컵당 300 엔.

△ 18 : 30-21 : 00 예약을 일찍 예약하십시오.

〇21 : 00-27 : 00 연락하여 그룹인지 확인하십시오.","점심 : ~ 2,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB","Nishihara Building 1f, 3-16-4 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (80m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (190m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (380m)",없음,70 석,예,"연기 분리
(2020 년 4 월 1 일부터 지하 좌석 만 담배를 피 웁니다 (전자 담배 만 해당).
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
두 사람을 위해
4 명
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (좌석) : 15 명
임대 할 수있는 제한된 수의 사람들 (좌석) : 30 명",https://www.dedesuke.com/suminoya/,,"3,000-3,999 엔 코스, 4,000-4,999 엔 코스, 5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 또는 더 많은 코스가 있습니다.","우리는 야채 요리, 고기 요리, 생선 요리, 식품 생산 공간 및 매장 내 준비에 특별합니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"점심 모든 당신이 흠뻑 젖은 연회/음주 파티 개인 방 약혼 저녁 식사 싱글 게스트 엔터테인먼트 작별 파티를 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티 음료 음료 와인 어린이와 함께 즐기십시오.
다른 사용 장면을 참조하십시오","활발한 상점
숨는 곳
골목을 향합니다",없음,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000749207/archive/314461-5a06f63b5b9b0.jpg,"전 만점 가격 : 1,000-1,999 엔, 4,000-4,999 엔 (4,000-4,999 엔), 5,000 엔 이상에서 온 올스크 링크, 2 시간 동안 2 시간 동안 2 시간 동안 2 시간 동안, 2 시간 동안, 3 시간 동안, 모두 3 시간 동안, 모두, 2 시간 동안, 싱글 링크를 다루고 있습니다. 3 시간 반 동안 만약을 모두 마시십시오","놀라운 응답 가능
축하 가능성
음료를 가져올 수 있습니다
테이크 아웃 가능성
배송 가능",없음,예,,,,,PayPay,,,,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon",,,
しまだ鮨,시마 다시 초밥,https://retty.me/area/PRE13/ARE2/SUB1601/100000058270/,03-3501-0411,"초밥, 해산물, 사시미, 쌀 그릇","[월요일부터 금요일과 토요일]
점심 11:30-14:00
저녁 식사 17:00-22:00 L.O. 21:00","매주 일요일
월요일이 국경일이면 문을 닫습니다","점심 : ~ 3,000 엔
저녁 식사 : ~ 15,000 엔",Amex,"1-13-6 Nishishinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 2 분 거리 (140m)
도쿄 메트로 마루치 노선 / 카스 수미 제지 스테이션에서 도보 5 분 (380m)
도쿄 메트로 진 자 라인 / 토라노몬 역에서 도보로 5 분 (390m)",,31 석,예,"연기 분리
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,http://www.shimadazushi.com/,,,,,,"점심, 개인 실, 저녁 식사, 쌀, 흡연 허용, 개인 실 점심",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3483422.jpg,,,,,,,,,,,,,,,,
寿司處 金兵衛,초밥 국물 Kinbei,https://retty.me/area/PRE13/ARE2/SUB1601/100000085809/,03-3571-1832,초밥,"[월요일부터 금요일까지]
저녁 식사 17:00-23:00 L.O. 22:30","매주 토요일마다 일요일 휴가
토요일 : 예약이 필요합니다/문의하십시오","점심 : 비즈니스 시간
저녁 식사 : ~ 15,000 엔",Amex,"Ueda Building 1f, 1-10-2 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (42m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (190m)",,6 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.kinbee.jp/,,,,,,"이용 가능한 저녁 식사, 금연, 급여 지불 결제 가능",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36098902.jpg,,,,,,,,,PayPay,,,,,,,
クーパーエールズ,쿠퍼 에일,https://retty.me/area/PRE13/ARE2/SUB1601/100000453218/,03-6450-1377,크래프트 맥주 바 바 맥주 바,"[월요일부터 목요일과 토요일]
저녁 식사 16 : 00-23 : 30 L.O. 23:00
[금]
저녁 식사 16:00-25:00 L.O. 24:30
자세한 내용은 공식 웹 사이트를 확인하십시오.","매주 일요일
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex","Karasumori 빌딩 3F, 3-16-3 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (96m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (210m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (380m)",없음,48 석,예,"불가능합니다
(흡연 구역 이용 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://www.cooperales.com/,,,매장 내 준비,"맥주, 위스키, 칵테일",사용 가능한 예약,"연회 및 음주 파티 싱글을위한 OK 작별 파티를 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티 세련된 저녁 식사를하지 않음 무료 Wi-Fi 크래프트 맥주 이용 가능
다른 사용 장면을 참조하십시오",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000453218/archive/2579526-61bfe453bae1d.jpg,,"축하 가능성
테이크 아웃 가능성",,불가능합니다,불가능합니다,불가능합니다,,,PayPay,https://www.facebook.com/cooperales/,,,,,,
うなぎ本丸,엘라 마루,https://retty.me/area/PRE13/ARE2/SUB1601/100000054576/,03-3432-2564,엘 쌀 그릇,"[월요일부터 금요일과 토요일]
 10:45 ~ 14:30",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"3-19-12 Nishishinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Onarimon Station에서 도보로 4 분 거리 (250m)
Toei Mita Line / Uchisai-Cho Station 8 분 도보 (640m)
도쿄 메트로 히비야 라인 / 토라노몬 힐즈 역에서 도보 8 분 (640m)",,20 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,http://www.tenoji.co.jp/,,,,,,"점심, 솔로, 세련된, 맛있고, 저렴하고, 금연, 세련된, 점심",,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/35270916.jpg,,,,,,,,,,,,,,,,
韓国式うどん ミル,한국 스타일 우동 밀,https://retty.me/area/PRE13/ARE2/SUB1601/100001742858/,03-3438-0123,한국 음식,"[월요일부터 금요일과 토요일]
 11:00-15:00
 17:00-22:00",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",,"6-2-8 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Onarimon Station에서 도보로 3 분 거리 (190m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 8 분 거리 (600m)
JR Yamanote Line / Shinbashi Station에서 도보로 9 분 (690m)",,30 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35410293.jpg,,,,,,,,,PayPay,,,,,,,
クーパーエールズ,쿠퍼 에일,https://retty.me/area/PRE13/ARE2/SUB1601/100000453218/,03-6450-1377,크래프트 맥주 바 바 맥주 바,"[월요일부터 목요일과 토요일]
저녁 식사 16 : 00-23 : 30 L.O. 23:00
[금]
저녁 식사 16:00-25:00 L.O. 24:30
자세한 내용은 공식 웹 사이트를 확인하십시오.","매주 일요일
새해 휴일 (확인하십시오)","점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex","Karasumori 빌딩 3F, 3-16-3 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (96m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (210m)
Toei Mita Line / Uchisaicho 역에서 도보로 5 분 (380m)",없음,48 석,예,"불가능합니다
(흡연 구역 이용 가능)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://www.cooperales.com/,,,매장 내 준비,"맥주, 위스키, 칵테일",사용 가능한 예약,"연회 및 음주 파티 싱글을위한 OK 작별 파티를 환영 파티를 환영합니다. 크리스마스 저녁 식사 연말 파티 새해 파티 세련된 저녁 식사를하지 않음 무료 Wi-Fi 크래프트 맥주 이용 가능
다른 사용 장면을 참조하십시오",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000453218/archive/2579526-61bfe453bae1d.jpg,,"축하 가능성
테이크 아웃 가능성",,불가능합니다,불가능합니다,불가능합니다,,,PayPay,https://www.facebook.com/cooperales/,,,,,,
うなぎ本丸,엘라 마루,https://retty.me/area/PRE13/ARE2/SUB1601/100000054576/,03-3432-2564,엘 쌀 그릇,"[월요일부터 금요일과 토요일]
 10:45 ~ 14:30",매주 일요일과 공휴일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,"3-19-12 Nishishinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Onarimon Station에서 도보로 4 분 거리 (250m)
Toei Mita Line / Uchisai-Cho Station 8 분 도보 (640m)
도쿄 메트로 히비야 라인 / 토라노몬 힐즈 역에서 도보 8 분 (640m)",,20 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,http://www.tenoji.co.jp/,,,,,,"점심, 솔로, 세련된, 맛있고, 저렴하고, 금연, 세련된, 점심",,,,https://ximg.retty.me/crop/s388x388/q80/das/-/retty/img_repo/2l/01/35270916.jpg,,,,,,,,,,,,,,,,
桂花ラーメン 新橋虎ノ門店,Katsura Ramen Shinbashi Toranomon 지점,https://retty.me/area/PRE13/ARE2/SUB1601/100001751161/,03-3593-3100,라면,"[월요일부터 금요일까지]
 11:00-22:30
[태양, 토요일, 휴일]
 11:00-20:00",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",,"Sansui Building 1f, 1-16-2 Nishishinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Uchisaicho 역에서 도보로 1 분 (69m)
Jr Yamanote Line / Shinbashi Station에서 도보로 5 분 (360m)
도쿄 메트로 마루치 노선 / 카스 수미 제지 역에서 도보로 6 분 (450m)",,"20 석
(16 개의 카운터 좌석, 테이블, 2 명 x 2)","예
(카운터에서 16 석)","불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://keika-raumen.co.jp/shop_shinbashi.html,https://www.instagram.com/keikaraumen/,,,,,"점심, 저녁, 저녁 식사, 금연, 급여 지불 지불 가능",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36182991.jpg,,,,,,,,,PayPay,https://www.facebook.com/keikaraumen,https://x.com/keika_raumen,,,,,
何やってるBAR,뭐하세요?,https://retty.me/area/PRE13/ARE2/SUB1601/100000068213/,03-3459-5570,오키나와 요리 식당 바 오키나와 소바 바 현지 미식가 지역 요리 기타 Motsunabe Darts Bar,"[월요일부터 금요일, 토요일, 휴일 전]
저녁 식사 18:00-5:00 L.O. 4:00
■ 업무 시간 단축 통지
정부의 발표에 따라, 다음은 한동안 개장 시간이 열릴 예정입니다.
12 : 00-8 : 00 (알코올은 오후 7 시까 지 봉사)",매주 일요일과 공휴일,"점심 : 비즈니스 시간
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
식당
JCB","Momoyama Building B1, 3-18-7 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (130m)
Toei Oedo Line / Shiodome 역에서 도보로 3 분 거리 (230m)",없음,35 석,예,"불가능합니다
(비즈니스 상황과 시간에 따라 흡연의 가용성이 변경 될 수 있습니다. 방문한 날과 같은 최신 정보의 경우 직접 상점에 문의하십시오.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 20 명
제한된 수의 사람들이 임대 할 수있는 (좌석) : 35 명
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 20 명
예약 할 수있는 제한된 수의 사람들 (스탠드 식사) 45 명",,,,,"맥주, 쇼치, 와인, 칵테일, 아와 모리",사용 가능한 예약,"싱글 링크 연회와 음주 파티 싱글 싱글 오인 결혼식 애프터 펠트 파티 환영 파티 크리스마스 저녁 식사 연말 파티 와인을 마시는 새해 파티는 가라오케 시설이 있습니다.
다른 사용 장면을 참조하십시오",,예,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000068213/archive/1701290-5eda13694d2ac.jpg,"3,000 엔에서 3,999 엔, 4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크를 포함하는 코스가 있습니다.",,,불가능합니다,,,,"가라오케, TV 및 모니터, 오디오 장비, 다트",PayPay,,,"{기타 요금}
서비스 요금 : 500 엔 (세금 제외)
청구 수수료 : 1,000 엔 (세금 제외)은 라이브 공연에서만",,,,
ちんちくりん 新橋本店,치킨 치킨 신 바시 메인 매장,https://retty.me/area/PRE13/ARE2/SUB1601/100000721486/,03-6721-5350,Okonomiyaki Teppanyaki Izakaya,"[월요일부터 금요일까지, 휴일]
 11:30-14:00
 17:00-23:00 L.O. 22:30","매주 일요일마다
・ 장거리 또는 공휴일에 폐쇄되거나 폐쇄 될 수 있습니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔",불가능합니다,"Shinka Building, 3F, 3-21-11 Shinbashi, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 1 분 (42m)
Toei Oedo Line / Shiodome 역에서 도보 2 분 (130m)",,43 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.chinchikurin.com/shop/shinbashi/,,,,,,"솔로 손님을위한 점심 식사를위한 점심 식사 파티와 음료 작별 파티 환영 파티 파티 크리스마스 저녁 식사 연말 파티 새해 파티 세련된 저녁 식사 쌀 비소 스모크 세련된 점심 급여 지불 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36483199.jpg,,,,,,,,,PayPay,,,,,,,
UOKIN PICCOLO,Uokin Piccolo,https://retty.me/area/PRE13/ARE2/SUB1601/100000004966/,03-5473-0676,바 이탈리아 바 와인 바 스탠딩 브레이크 이탈리아 푸드 바 식사 바 해산물 스테이크 카포/작은 레스토랑,"[하루 종일]
 15:00-23:00",하루 종일 개점,"점심:-
저녁 식사 : ~ 4,000 엔",Amex,"Hirano Building 1f, 3-18-2 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보 2 분 (99m)
Toei Oedo Line / Shiodome Station에서 도보로 3 분 거리 (200m)",없음,25 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://uookingroup.jp/,,,생선 요리 전문,와인이 있습니다,사용 가능한 예약,"날짜, 소녀의 밤, 연회 및 음주 파티, 싱글 OK, 작별 파티, 환영 파티, 크리스마스 저녁, 연말 파티, 새해 파티, 와인 세련된 저녁 식사, 쌀, 고기, 금연, 지불금 지불 가능
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/29503775.jpg,,,,,,,,,PayPay,,,,,,,
大徳,다이토쿠,https://retty.me/area/PRE13/ARE2/SUB1601/100000085703/,03-3431-4148,해산물과 해산물 요리 이자카야 사시미,"[월요일부터 금요일까지, 휴일 전]
 17:00-23:00 L.O. 22:00",매주 토요일마다 일요일 휴가,"점심:-
저녁 식사 : ~ 5,000 엔",Amex,"카와다 빌딩 1f, 3-9-6 신바시, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Shinbashi Station에서 도보로 4 분 거리 (260m)
Toei Mita Line / Uchisaicho 역에서 도보로 4 분 거리 (310m)
Toei Oedo Line / Shiodome 역에서 도보로 5 분 거리 (370m)",,15 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,"혼자, 성인의 은신처, 크리스마스 저녁 식사, 술, 세련된, 저녁 식사, 쌀, 비 흡연, 쇼치,
다른 사용 장면을 참조하십시오",,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/2685580.jpg,,,,,,,,,,,,,,,,
