restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,remarks,cooking_specialties,reservation,usage_scenes,wifi_available,video,ic_card_payment,facebook,lecture,available_drinks,drinking_specialties,waiting,service,dress_code,child_friendly,pet_friendly,power_supply_available,phone_number,instagram,foreign_language_support,additional_equipment,twitter,beer_maker,인근 시설
マンチズバーガー シャック,Munch의 버거 판잣집,https://retty.me/area/PRE13/ARE16/SUB1602/100000050811/,03-6435-3166,햄버거 다이닝 바 테이크 아웃 맥주 레스토랑 크래프트 맥주 바 맥주 바,"[tue-fri]
점심 11:00-15:00 L.O. 15:00
저녁 식사 17 : 30-21 : 00 L.O. 21:00
[토양]
 11:00-21:00 L.O. 21:00
[낮]
 11:00-16:00 L.O. 16:00",매주 월요일,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"2-26-1 Shiba, Minato-Ku, Tokyo, I ・ 스마트 빌딩, 1 층 및 2 층
큰지도를보십시오","● 스테이션에서 접근
JR Yamanote Line / Tamachi Station에서 도보로 10 분
Jr Yamanote Line / Hamamatsucho Station에서 도보 10 분
Toei Mita Line / Mita 역에서 도보 5 분

● 버스 정류장에서 접근 할 수 있습니다
Toei Bus Anti-90 도쿄 항구 출구 4 분 도보 (260m)
Toei Bus Toma 06 Kanasugibashi 4 분 도보 (260m)
Toei Bus to 06 Shibazonobashi 4 분 도보 (290m)

● IC의 액세스
메트로폴리탄 고속도로 대도시 루프 라인 시바 파크 IC 2 분 자동차 (540m)
메트로폴리탄 고속도로 No. 1 Haneda Line Shibaura IC 3 분 자동차 (1.1km)
대도시 고속도로 대도시 루프 라인 Shiodome IC 5 분 자동차 (1.8km)

● 공항 주차에서 접근
Haneda 공항 주차장 OK 주차장 19 분 자동차 (7.4km)
Tsubasa 주차 주차 하네다 공항 23 분 자동차 (9.0km)
자동차로 30 분 도쿄 국제 공항 주차 (11.8km)",,40 석,예,"불가능합니다
(자전거 주차장의 흡연 구역)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.munchs.jp/,,,,"점심, 소녀의 밤, 연회 및 음주 파티, 솔로, 성인 은신처, 작별 파티, 환영 파티, 연말 파티, 새해 파티, 세련된, 저녁 식사, 쌀, 비 흡연, 점심, 소녀의 밤, 슈퍼 매운 맥주, 크래프트 맥주를 즐길 수 있습니다.
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3698622.jpg,,https://www.facebook.com/munchsburger/,,,,,,,,,,,https://www.instagram.com/munchs_burger_shack/,,,https://x.com/munchs_burger,,
ル・パン・コティディアン 芝公園店,Le Pin Cotidian Shiba Park 매장,https://retty.me/area/PRE13/ARE16/SUB1602/100000004128/,03-6430-4157,"카페, 빵집, 테이크 아웃, 케이크 상점, 샌드위치, 프렌치 토스트, 쿠키, 기념품, 초콜릿","[하루 종일]
 7:30-22:00 L.O. 21:00
자세한 내용은 공식 웹 사이트를 확인하십시오.
[비즈니스 시간 통지]
개막 시간 : 7 : 30-21 : 00 (lo 20:00)
토요일과 일요일 오후 5 시부 터 예약이 허용됩니다.
귀하의 이해와 협력에 감사드립니다.",하루 종일 개점,"점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",Amex,PayPay,"도쿄 프린스 호텔, 3-3-1 시바 쿠엔, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Onarimon 역에서 도보로 2 분 (150m)
Toei Mita Line / Shibakoen Station 5 분 도보 (370m)
Toei Oedo Line / Daimon (Tokyo) 역에서 도보 6 분 (480m)","예
이웃 P (할인) 사용 가능","98 석
(54 테라스 좌석)",없음,"불가능합니다
(완전히 금연)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,,,야채 요리 전문,사용 가능한 예약,"점심, 여자 밤, 약혼 저녁 식사, 싱글, 체리 꽃보기, 체리 꽃보기가있는 레스토랑, 와인 마시는 주차장, 아이들과 함께 즐거운 브런치, 세련된, 테라스, 아침 식사
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36241309.jpg,,,,,와인이 있습니다,"차분한 분위기
테라스가 있습니다",테이크 아웃 가능성,,예,,,,,,,,,
東海飯店 大門本店,Tokai Restaurant Daimon Main Store,https://retty.me/area/PRE13/ARE16/SUB1602/100000038389/,050-5462-4358,중국 음식 이자카야,"[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
점심 11:00-15:00 L.O. 14:45
[월요일부터 목요일, 휴일 전]
저녁 식사 17:00-22:30 L.O. 22:00
[금]
저녁 식사 17:00-23:00 L.O. 22:15
[토요일/휴일]
저녁 식사 17:00-21:30 L.O. 20:50",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 5,000 엔","비자
마스터 카드
Amex
JCB",PayPay,"2-4-18 Shibadaimon, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (56m)
JR Yamanote Line / Hamamatsucho Station 5 분 도보 (350m)
Toei Mita Line / Shibakoen Station 7 분 도보 (560m)","없음
근처 (할인 없음) 사용 가능",250 석,없음,"불가능합니다
(흡연은 좌석에서는 허용되지 않지만 전자 담배를위한 흡연실이 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상","예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 40 명
임대 가능 (좌석) : 80 명","[공식적인]
https://toukaihanten-daimonhonten.foodre.jp/","・ 호환 QR 코드 결제 : PayPay, LinePay, RakutenPay, DPay, Aupay","우리는 야채 요리, 고기 요리, 알레르기, 매우 매운 메뉴로 고객을 수용 할 수 있으며 매장 내에서 준비 할 수 있습니다.",사용 가능한 예약,"점심, 쌀, 점심, 냉담한 음식, 전산, 사냥개, 개인 객실, 약혼식, 디너 파티, 솔로 환영 파티, 환영 파티, 크리스마스 저녁 식사, 새해 파티, 음료수, 와인, 주차, 아이들과 함께 즐기십시오
다른 사용 장면을 참조하십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000038389/archive/2507306-616e328a5c3ef.jpg,"Suica, Manaca, Toica, Pitapa, Icoca, Hayakaken, Nimoca, Sugoca, Nanaco, Rakuten Edy, Waon, Quicpay",https://www.facebook.com/toukaihanten/,"5,000-5,999 엔 코스, 6,000-6,999 엔 코스, 7,000-7,999 엔 코스, 8,000 엔 이상의 코스가 있습니다.","ALL-YOU-CAN-DRINK 가격 : 1,000 엔 -1,999 엔, 5,000 엔 이상을 포함한 코스, 2 시간 동안 모든 곡선을 링크하고, 2 시간 반 동안 싱글 링크, 3 시간 이상 만난 링크","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 샤 옥싱 와인",,"놀라운 응답 가능
테이크 아웃 가능성
배송 가능",평상복,"예
초등학생은 환영합니다. 이유식을 가져올 수 있으며 알레르기 식품을 수용 할 수 있습니다.",불가능합니다,예 (무료),03-6403-4697,https://www.instagram.com/toukaihanten/,"영어 중국어
언어 지원 메뉴가 있습니다",프로젝터 포함,https://x.com/toukaijp,,
とんかつ 檍 大門店,Tonkatsu Haku Daimon 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100001253681/,03-5473-6403,"돼지 고기 커틀, 식사, 서양 음식","[tue-fri, sat, holiday]
점심 11:00-15:30 L.O. 15:00
저녁 식사 17:00-21:30 L.O. 21:00",매주 일요일마다,"점심 : ~ 2,000 엔
저녁 식사 : ~ 2,000 엔",불가능합니다,,"1F, KM 빌딩, 1-11-12 Hamamatsucho, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (210m)
Jr Yamanote Line / Hamamatsucho Station 5 분 도보 (330m)
Toei Mita Line / Onarimon Station에서 도보로 7 분 거리 (520m)",,18 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://tonkatsu-aoki.com/,,,,"점심, 솔로, 음료수, 세련된 저녁 식사, 금연, 세련된 점심
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36507364.jpg,,,,,,,,,,,,,https://www.instagram.com/tonkatsu_aoki/,,,,,
秋田屋,아키타야,https://retty.me/area/PRE13/ARE16/SUB1602/100000104046/,03-3432-0020,음식 요리 호르몬 이자카야 스탠딩 음료 꼬치,"[월요일부터 금요일까지, 휴일 전]
 15:30-21:00
[토양]
 15:30-20:30","매월 셋째 토요일, 매주 일요일, 공휴일","점심 : ~ 3,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,,"2-1-2 Hamamatsucho, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (32m)
JR Yamanote Line / Hamamatsucho Station 3 분 도보 (210m)
Toei Mita Line / Onarimon 역에서 도보로 8 분 (580m)","없음
근처 (할인 없음) 사용 가능","54 석
(테이블 시트는 1 층과 2 층에서 이용할 수 있습니다. 스탠딩 음료는 1 층에 있습니다.",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://akitaya-daimon.amebaownd.com/,,고기 요리 전문,,"혼자서 술 마실 수 있습니다
다른 사용 장면을 참조하십시오",없음,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36328748.jpg,,,,,"맥주, 사케, 쇼치, 위스키",,테이크 아웃 가능성,평상복,예,불가능합니다,불가능합니다,,,,,,,
新亜飯店 芝大門店,Shina Restaurant Shibadaimon 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100000002857/,03-3434-0005,"상하이 요리, 상하이 게, 딤섬, 딤섬, Xiaolongbao Yakisoba Ramen","[월요일부터 금요일과 토요일]
 11:30-22:00
[일요일과 휴일]
 12:00-21:30","하루 종일 개점
새해 연말 연시","점심 : ~ 2,000 엔
저녁 식사 : ~ 4,000 엔",예,,"2-3-2 시바 다데몬, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (53m)
Jr Yamanote Line / Hamamatsucho Station 5 분 도보 (330m)
Toei Mita Line / Onarimon Station에서 도보로 6 분 (470m)",없음,180 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,우리는 야채 요리와 생선 요리에 대해 특히 알고 있습니다,사용 가능한 예약,"점심, 데이트, 개인 실, 싱글 룸, 크리스마스 저녁 식사, 세련된 저녁 식사, 저녁, 쌀, 비 흡연, 개인 객실, 점심, 개인 실, 점심 날짜, 세련된 방, 개인 실, 개인 실, 엔터테인먼트
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35395569.jpg,,,,,,단독 주택 레스토랑,,,,,,,,,,,,
自家製さぬきうどんと肉 甚三 大門店,수제 Sanuki Udon 및 Meat Jinzo Daimon Branch,https://retty.me/area/PRE13/ARE16/SUB1602/100001242623/,03-5405-1266,Udon Sanuki Udon 테이크 아웃,"[하루 종일]
 11:00-15:00","하루 종일 개점
*공이 잘린 후 끝나면*","점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"1F, Comfort Shibadaimon, 2-6-10 Shibadaimon, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (210m)
JR Yamanote Line / Hamamatsucho Station 5 분 도보 (350m)
Toei Mita Line / Shibakoen Station에서 도보 5 분 (400m)",,24 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://udon-jinza.com/,,,,"점심 연회 및 음주 파티 싱글 OK 작별 파티를 환영 파티 연말 파티 새해 파티를 마실 수 있습니다. 세련된 식당과 저렴한 레스토랑이 비 스며 든 세련된 점심 식사를 마실 수 있습니다.
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36141014.jpg,,https://www.facebook.com/udon-jinzo-164888028744499,,,,,,,,,,,,,,https://x.com/udonjinza,,
正泰苑 芝大門店,Shotaien Shibadaimon 지점,https://retty.me/area/PRE13/ARE16/SUB1602/100000032397/,03-5733-5025,"야키니쿠, 호르몬, 쌀 그릇","[월요일부터 금요일까지]
점심 11:30-14:30 L.O. 14:00
저녁 식사 17:00-24:00
[태양, 토요일, 휴일]
 17:00-24:00","하루 종일 개점
새해 공휴일 가능","점심 : ~ 2,000 엔
저녁 식사 : ~ 8,000 엔",불가능합니다,,"Parkside Shibadaimon 1f, 1-7-4 Shibadaimon, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 2 분 거리 (110m)
Toei Mita Line / Onarimon Station에서 도보로 5 분 (360m)
JR Yamanote Line / Hamamatsucho Station 6 분 도보 (420m)",,50 석,예,"예
(수동 흡연 조치 (Advanced Health Promotion Act)에 관한 법률은 2020 년 4 월 1 일부터 발효되었으며 최신 정보는 최신 정보와 다를 수 있으므로 방문하기 전에 상점에 문의하십시오.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://syoutuaien.com/info/shibadaimon.html#section1,,,,"점심, 날짜, 연회 및 음주 파티, 싱글 OK, 엔터테인먼트, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 세련된, 저녁 식사, 쌀, 고기, 흡연, 점심 날짜, 세련된 점심
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/34464642.jpg,,,,,,,,,,,,,,,,,,
とんかつ いわい,돼지 고기 커틀은 soooo입니다,https://retty.me/area/PRE13/ARE16/SUB1602/100001192482/,03-6809-1529,돼지 고기 커틀릿 세트 식사,"[월요일부터 금요일과 토요일]
점심 11:30-14:30 L.O. 14:00
[월요일부터 금요일까지]
저녁 식사 17:30-20:30 L.O. 20:00","매주 일요일과 공휴일
쌀과 돼지 고기 수프가 다 떨어지면 사업이 문을 닫을 수 있습니다.","점심 : ~ 2,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,,"타마 가와 빌딩 2F, 2-3-7 시바 쿠엔, 미나토 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 3 분 거리 (180m)
Toei Mita Line / Shibakoen Station 5 분 도보 (370m)
Toei Mita Line / Onarimon Station에서 도보로 5 분 (390m)",없음,21 석,예,"불가능합니다
(흡연은 하루 종일 금지됩니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,"점심, 솔로, 세련된, 저녁 식사, 비 흡연, 세련된, 캐주얼, 바삭 바삭한, 연말 파티, 선명한, 새해 파티
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36019845.jpg,,https://www.facebook.com/tonchinkan123,,,,,,,,,,,,,,,,
東京らあめんタワー 芝大門本店,도쿄라면 타워 시바다이몬 메인 매장,https://retty.me/area/PRE13/ARE16/SUB1602/100000023140/,03-3459-8139,"라면, 아리소바, 쌀 그릇, 소금에 절인라면","[월요일부터 금요일까지]
점심 10 : 30-15 : 00
[월요일 ~ 목요일]
저녁 식사 17:00-22:00
[금]
저녁 식사 17:00-22:30
[토요일/휴일]
점심 11:00-15:00",매주 일요일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 1,000 엔",불가능합니다,,"1-27-4 Hamamatsucho, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 1 분 거리 (68m)
JR Yamanote Line / Hamamatsucho Station 4 분 도보 (260m)
Toei Mita Line / Onarimon Station에서 도보로 7 분 거리 (540m)",,15 석,예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://bulkan.jp/tokyoramentower/,,,,"점심, 솔로, 스타일리쉬, 저녁, 쌀, 맛있고, 싸고, 저렴하지 않은, 세련된, 점심
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35896865.jpg,,https://www.facebook.com/pages/tokyo Ramen Tower -Shibadaimon Main Store/199446696761069,,,,,,,,,,,https://www.instagram.com/ramentower/,,,https://x.com/tower07131218,,
ワカヌイ グリル ダイニング バー 東京,와카 누이 그릴 식당 바 도쿄,https://retty.me/area/PRE13/ARE16/SUB1602/100001222229/,03-5401-5677,식당 바 쇠고기 요리 고기 바 숯 구이,"[하루 종일]
점심 11 : 30-15 : 00 L.O. 14:00
저녁 식사 18:00-23:00 L.O. 21:30
바 : 18 : 00-23 : 00 (lo 22:30)",불규칙한 휴일,"점심 : ~ 4,000 엔
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",,"32 Shibakoen Building 10f, 3-4-30 Shibakoen, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
도쿄 메트로 Hibiya Line / Kamiyacho Station 6 분 도보 (440m)
Toei Mita Line / Onarimon Station에서 도보로 6 분 (460m)
Toei Oedo Line / Akabanebashi Station 7 분 도보 (500m)",,"6 석
(식당 : 82 석, 실내 테라스 존 : 20 석, 바 지역 : 32 석, 야외 테라스 존 : 26 석)","예
(바 영역 사용 가능)","예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보","예
6 명
7 명 이상",,https://www.wakanui.jp/,,,,"점심, 데이트, 결혼 기념일, 개인 실, 약혼 저녁 식사, 싱글 OK, 엔터테인먼트, 아름다운 나이트 뷰 레스토랑, 체리 꽃보기 및 체리 꽃보기 크리스마스 저녁 식사, 와인, 세련된 즐거움
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/35958511.jpg,,https://www.facebook.com/wakanuigrilldining/,,,,테라스가 있습니다,,,,,,,,,,,,
タイ国専門食堂,태국 특수 카페테리아,https://retty.me/area/PRE13/ARE16/SUB1602/100000002409/,03-3438-2400,태국 음식 카레,"[월요일부터 금요일까지, 휴일 전]
 11:00-15:00 L.O. 14:30
[월요일부터 금요일까지]
 17:00-22:00 L.O. 21:30
[토양]
 12:00-21:00 L.O. 20:30",매주 일요일과 공휴일,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔",불가능합니다,PayPay,"Okuni Building의 1F, 2-12-15 Shibakoen, Minato-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
Toei Mita Line / Shibakoen Station에서 도보로 3 분 거리 (180m)
Toei Oedo Line / Daimon (도쿄) 역에서 도보로 6 분 거리 (450m)
JR Yamanote Line / Hamamatsucho Station 8 분 도보 (600m)",,28 석,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,https://www.taikoku.jp/,,,,"점심, 소녀의 밤, 연회 및 음주 파티, 솔로 작별 파티, 환영 파티, 연말 파티, 새해 파티, 와인 음료, 세련된, 저녁 식사, 쌀, 비 흡연, 점심, 소녀의 밤, 세련된 점심, 음료 크래프트 맥주
다른 사용 장면을 참조하십시오",,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000002409/archive/2032497-5f99254da8745.png,,https://www.facebook.com/pages/thailand Specialty Restaurant/159416440748618,,,,,,,,,,,,,,,,
