restaurant_name,translated_restaurant_name,url,tel,genre,business_hours,closed_days,budget,credit_card,qr_code_payment,ic_card_payment,address,entrance,parking,seats,counter_seats,smoking,private_room,private,store_website,instagram,lecture,available_drinks,cooking_specialties,drinking_specialties,reservation,usage_scenes,waiting,service,dress_code,child_friendly,wifi_available,phone_number,foreign_language_support,video,pet_friendly,power_supply_available,remarks,twitter,facebook,additional_equipment,beer_maker,쇼핑 직무 정보,온라인 예약
恵比寿 ハジカミ,ebisu Hajikami,https://retty.me/area/PRE13/ARE7/SUB701/100001566312/,03-6427-8755,이자카야 돼지 요리 요리 일본 요리,"[월요일부터 금요일까지, 휴일 전]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-23:00 L.O. 22:30
[태양, 토요일, 휴일]
저녁 식사 15:00-23:00 L.O. 22:30",,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"타나카 빌딩 1f, 1-3-9 에비 수 니시, 시부야 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (160m)
도쿄 도요 코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (550m)
JR Yamanote Line / Shibuya Station 12 분 도보 (910m)","없음
근처 (할인 없음) 사용 가능",34 석,예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
(가열 된 담배를 이용할 수 있고 금연 카운터 시트를 사용할 수 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 30 명
최대 40 명을 임대 할 수 있습니다
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 30 명
예약 할 수있는 제한된 수의 사람들 (스탠드 스탠딩 식사) 50 명",,,"2,999 엔 미만의 코스","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스를 이용할 수 있습니다.","우리는 고기 요리, 생산 공간에 중점을두고, 매운 메뉴에 중점을두고, 매장 내에서 준비된 것입니다.","맥주, 사케, 쇼치, 와인, 위스키, awamori",사용 가능한 예약,"점심 만세 연회/음료 작별 파티 새해 파티 주차 이용 가능 개인 공간 저녁 식사 흡연 허용 지불금 지불 가능
다른 사용 장면을 참조하십시오","개방성이 있습니다
활발한 상점","테이크 아웃 가능성
배송 가능",없음,불가능합니다,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001566312/archive/264323-622871ada6ae2.jpeg,불가능합니다,예 (무료),,,,TV 및 모니터 사용 가능,,,
ヤミツキヤ,야 미츠키 야,https://retty.me/area/PRE13/ARE7/SUB701/100001275589/,03-6277-5139,이자카야,"[하루 종일]
저녁 식사 16:00-5:00 L.O. 4:00",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔",예,PayPay,,"Roob6, 3f, 1-13-3 Ebisu Nishi, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (120m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (520m)
JR Yamanote Line / Shibuya Station 13 분 도보 (1.0km)",,100 석,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,,개인 객실은 첫 번째 기차 저녁 식사 저녁 식사 저녁 식사 식당/저렴한 레스토랑 흡연까지 늦은 밤 지불이 가능합니다.,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36035176.jpg,,,,,,,,,
福はうち,행운은 우리입니다,https://retty.me/area/PRE13/ARE7/SUB701/100000709708/,03-5721-2980,이자카야 오덴 테이크 아웃,"[하루 종일]
저녁 식사 17:00-24:00 L.O. 23:00
thing 날에는 일부 좌석이있을 수 있습니다.
직접 전화하십시오 ♪ (050-5461-6269)",,"점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Suica, Quicpay","Keyaki Building B1, 1-4-5 Ebisu Minami, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (70m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 9 분 (670m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 15 분 (1.1km)",없음,"40 석
(현재, 우리는 공간이있는 좌석을 제공 할 때 그룹에 좌석을 제공하지 못할 수 있습니다.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"3,000 엔에서 3,999 엔으로 제공됩니다",,,,사용 가능한 예약,"데이트 연회 및 음주 파티 싱글 싱글 OK 성인 은신처 작별 파티를 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 술을 마시는 와인을 마시는 와인 세련된 저녁 식사
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳","소믈리에가 있습니다
테이크 아웃 가능성",없음,"예
초등학생들은 환영합니다",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100000709708/archive/1825139-5f4ceca679771.jpeg,불가능합니다,예 (무료),,,https://www.facebook.com/fukuwauchionimouchi/,,,,
Duo DOMO,듀오 도모,https://retty.me/area/PRE13/ARE7/SUB701/100000030217/,03-3280-1717,이탈리아 프랑스 요리,"[하루 종일]
 11:00-20:00",매월 두 번째 목요일,"점심 : ~ 15,000 엔
저녁:-",,,,"4-19-20 Ebisu, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 6 분 (440m)
JR Yamanote Line / Meguro Station 14 분 도보 (1.1km)
도쿄 메트로 히비야 라인 / 히로 스테이션 16 분 도보 (1.2km)",,,없음,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,,,,,,"점심, 저녁 식사, 저녁 식사, 금연",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/892740.jpg,,,,,,,,,
福はうち,행운은 우리입니다,https://retty.me/area/PRE13/ARE7/SUB701/100000709708/,03-5721-2980,이자카야 오덴 테이크 아웃,"[하루 종일]
저녁 식사 17:00-24:00 L.O. 23:00
thing 날에는 일부 좌석이있을 수 있습니다.
직접 전화하십시오 ♪ (050-5461-6269)",,"점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Suica, Quicpay","Keyaki Building B1, 1-4-5 Ebisu Minami, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (70m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 9 분 (670m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 15 분 (1.1km)",없음,"40 석
(현재, 우리는 공간이있는 좌석을 제공 할 때 그룹에 좌석을 제공하지 못할 수 있습니다.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"3,000 엔에서 3,999 엔으로 제공됩니다",,,,사용 가능한 예약,"데이트 연회 및 음주 파티 싱글 싱글 OK 성인 은신처 작별 파티를 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 술을 마시는 와인을 마시는 와인 세련된 저녁 식사
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳","소믈리에가 있습니다
테이크 아웃 가능성",없음,"예
초등학생들은 환영합니다",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100000709708/archive/1825139-5f4ceca679771.jpeg,불가능합니다,예 (무료),,,https://www.facebook.com/fukuwauchionimouchi/,,,,
ヤミツキヤ,야 미츠키 야,https://retty.me/area/PRE13/ARE7/SUB701/100001275589/,03-6277-5139,이자카야,"[하루 종일]
저녁 식사 16:00-5:00 L.O. 4:00",명확하지 않습니다,"점심 : 비즈니스 시간
저녁 식사 : ~ 3,000 엔",예,PayPay,,"Roob6, 3f, 1-13-3 Ebisu Nishi, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (120m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (520m)
JR Yamanote Line / Shibuya Station 13 분 도보 (1.0km)",,100 석,,"예
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",예,,,,,,,,,개인 객실은 첫 번째 기차 저녁 식사 저녁 식사 저녁 식사 식당/저렴한 레스토랑 흡연까지 늦은 밤 지불이 가능합니다.,,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/36035176.jpg,,,,,,,,,
框家 恵比寿店,Kakuya ebisu 상점,https://retty.me/area/PRE13/ARE7/SUB701/100000025247/,03-5457-7887,이자카야 Robatayaki Yakitori,"[월요일부터 금요일까지, 휴일 전]
점심 11:30-15:00
[월요일 ~ 목요일]
저녁 식사 18 : 00-24 : 00 L.O. 23:00
[금요일/휴가 전]
저녁 식사 18:00-27:00 L.O. 26:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,,"1f Blossom West Building, 1-14-9 Ebisu Nishi, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (150m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (490m)
JR Yamanote Line / Shibuya 역에서 도보로 12 분 (960m)",,34 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,http://www.wid.co.jp/,,,,,,,"점심, 연회 및 음주 파티, 싱글은 괜찮아, 엔터테인먼트, 성인 은신처, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 저녁 식사, 흡연 허용, 밤 늦게 문을 엽니 다
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3760424.jpg,,,,,,,,,
福はうち,행운은 우리입니다,https://retty.me/area/PRE13/ARE7/SUB701/100000709708/,03-5721-2980,이자카야 오덴 테이크 아웃,"[하루 종일]
저녁 식사 17:00-24:00 L.O. 23:00
thing 날에는 일부 좌석이있을 수 있습니다.
직접 전화하십시오 ♪ (050-5461-6269)",,"점심 : 비즈니스 시간
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,"Suica, Quicpay","Keyaki Building B1, 1-4-5 Ebisu Minami, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 1 분 (70m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 9 분 (670m)
도쿄 메트로 히비야 라인 / Nakameguro 역에서 도보 15 분 (1.1km)",없음,"40 석
(현재, 우리는 공간이있는 좌석을 제공 할 때 그룹에 좌석을 제공하지 못할 수 있습니다.)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,,,"3,000 엔에서 3,999 엔으로 제공됩니다",,,,사용 가능한 예약,"데이트 연회 및 음주 파티 싱글 싱글 OK 성인 은신처 작별 파티를 환영 파티 크리스마스 저녁 식사 연말 파티 새해 파티 술을 마시는 와인을 마시는 와인 세련된 저녁 식사
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳","소믈리에가 있습니다
테이크 아웃 가능성",없음,"예
초등학생들은 환영합니다",예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/das/-/retty/img_ebisu/restaurant/100000709708/archive/1825139-5f4ceca679771.jpeg,불가능합니다,예 (무료),,,https://www.facebook.com/fukuwauchionimouchi/,,,,
ホルモン焼き 婁熊東京,오쿠마 도쿄에 의해 구운 호르몬,https://retty.me/area/PRE13/ARE7/SUB701/100000448081/,03-3464-8929,이자카야 호르몬 야키니 쿠,"[월요일부터 금요일과 토요일]
저녁 식사 17:00-23:00 L.O. 22:00","일요일마다 불규칙한 휴일
불규칙한 휴일","점심 : 비즈니스 시간
저녁 식사 : ~ 10,000 엔","비자
마스터 카드
Amex
식당
JCB",,,"Ishii Building, 2-3-5 Ebisu Nishi, Shibuya-Ku, 도쿄 B1F
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보 4 분 (310m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (540m)
JR Yamanote Line / Shibuya Station 10 분 도보 (770m)","없음
근처 (할인 없음) 사용 가능","36 석
(10 개의 카운터 좌석, 4 명을위한 3 개의 테이블, 6 명을위한 2 개의 테이블)",예,"불가능합니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,불가능합니다,https://rukuma-tokyo.com/ebisu/,https://www.instagram.com/rukumatokyo_ebisu/,"3,000 엔에서 3,999 엔으로 제공됩니다","5,000 엔 이상의 싱글 링크 가격, 2 시간 동안 온전한 점수","우리는 야채 요리, 고기 요리, 식품 생산 공간, 유기농 야채, 알레르기가있는 고객을 수용 할 수 있으며 매장 내에서 준비 할 수 있습니다.","맥주, 사케, 쇼치, 와인, 위스키, 칵테일, 아와 모리",사용 가능한 예약,"데이트 소녀 파티 모든 싱글 링크 연회 및 음주 파티 약혼 저녁 식사 독신 엔터테인먼트 성인의 은신처 작별 파티를 환영 파티 크리스마스 저녁 식사 파티 새해 파티 마시는 파티 이용 가능한 주차
다른 사용 장면을 참조하십시오","차분한 분위기
숨는 곳
골목을 향합니다","축하 가능성
음료를 가져올 수 있습니다
소믈리에가 있습니다",없음,,없음,,"영어
언어 지원 메뉴가 있습니다",https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100000448081/archive/322023-5A17934D33C3D.JPG,불가능합니다,,,,,,,,
恵比寿 ハジカミ,ebisu Hajikami,https://retty.me/area/PRE13/ARE7/SUB701/100001566312/,03-6427-8755,이자카야 돼지 요리 요리 일본 요리,"[월요일부터 금요일까지, 휴일 전]
점심 11:30-15:00 L.O. 14:30
저녁 식사 17:00-23:00 L.O. 22:30
[태양, 토요일, 휴일]
저녁 식사 15:00-23:00 L.O. 22:30",,"점심 : ~ 1,000 엔
저녁 식사 : ~ 3,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"타나카 빌딩 1f, 1-3-9 에비 수 니시, 시부야 쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (160m)
도쿄 도요 코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (550m)
JR Yamanote Line / Shibuya Station 12 분 도보 (910m)","없음
근처 (할인 없음) 사용 가능",34 석,예,"연기 분리
흡연은 전체적으로 허용됩니다 (가열 담배 만 해당)
(가열 된 담배를 이용할 수 있고 금연 카운터 시트를 사용할 수 있습니다.)
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,"예
예약 할 수있는 사람의 수에 대한 최저 한도 (앉음) : 30 명
최대 40 명을 임대 할 수 있습니다
예약 할 수있는 사람의 수에 대한 최저 한도 (스탠드 스탠드 식사) 30 명
예약 할 수있는 제한된 수의 사람들 (스탠드 스탠딩 식사) 50 명",,,"2,999 엔 미만의 코스","ALL-YOU-CAN-DRINK 가격 : 1,000-1,999 엔, 3,000-3,999 엔 All-You-Can-Drink 코스를 이용할 수 있습니다.","우리는 고기 요리, 생산 공간에 중점을두고, 매운 메뉴에 중점을두고, 매장 내에서 준비된 것입니다.","맥주, 사케, 쇼치, 와인, 위스키, awamori",사용 가능한 예약,"점심 만세 연회/음료 작별 파티 새해 파티 주차 이용 가능 개인 공간 저녁 식사 흡연 허용 지불금 지불 가능
다른 사용 장면을 참조하십시오","개방성이 있습니다
활발한 상점","테이크 아웃 가능성
배송 가능",없음,불가능합니다,없음,,,https://ximg.retty.me/crop/s388x388/q80/q80/q80/das/-/retty/img_ebisu/restaurant/100001566312/archive/264323-622871ada6ae2.jpeg,불가능합니다,예 (무료),,,,TV 및 모니터 사용 가능,,,
框家 恵比寿店,Kakuya ebisu 상점,https://retty.me/area/PRE13/ARE7/SUB701/100000025247/,03-5457-7887,이자카야 Robatayaki Yakitori,"[월요일부터 금요일까지, 휴일 전]
점심 11:30-15:00
[월요일 ~ 목요일]
저녁 식사 18 : 00-24 : 00 L.O. 23:00
[금요일/휴가 전]
저녁 식사 18:00-27:00 L.O. 26:00",하루 종일 개점,"점심 : ~ 1,000 엔
저녁 식사 : ~ 8,000 엔","비자
마스터 카드
Amex
식당
JCB",,,"1f Blossom West Building, 1-14-9 Ebisu Nishi, Shibuya-Ku, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (150m)
도쿄 도요코 라인 / 다이키 야마 역에서 도보로 7 분 거리 (490m)
JR Yamanote Line / Shibuya 역에서 도보로 12 분 (960m)",,34 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,,http://www.wid.co.jp/,,,,,,,"점심, 연회 및 음주 파티, 싱글은 괜찮아, 엔터테인먼트, 성인 은신처, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 저녁 식사, 흡연 허용, 밤 늦게 문을 엽니 다
다른 사용 장면을 참조하십시오",,,,,,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_repo/2l/01/3760424.jpg,,,,,,,,,
たまきんち,타마킨치,https://retty.me/area/PRE13/ARE7/SUB701/100000009161/,03-3496-1770,이자카야 카레 테이크 아웃 사시미 바 카페,"[월요일부터 금요일까지]
점심 11 : 30-16 : 00
[월요일 ~ 금요일, 토요일, 휴일 전 및 휴일 전]
저녁 18 : 00-29 : 00
[낮]
저녁 식사 17:00-24:00
[축하 전]
점심 11:30-17:00
영업 시간은 하루에 따라 다를 수 있습니다
마감 시간은 하루에 따라 다를 수 있습니다","불규칙한 휴일
새해 휴일 (확인하십시오)
점심은 토요일과 일요일에 문을 닫습니다. 오후 6 시부 터 오후 11 시까 지 저녁 식사 시간에만 열립니다.","점심 : ~ 1,000 엔
저녁 식사 : ~ 4,000 엔","비자
마스터 카드
Amex
식당
JCB",PayPay,,"1f, 1-3-5 Ebisu Nishi, 시부야-쿠, 도쿄
큰지도를보십시오","■ 스테이션에서 접근
JR Yamanote Line / Ebisu 역에서 도보로 2 분 거리 (140m)
도쿄 도요코 라인 / 도이키 야마 역에서 도보로 8 분 (590m)
JR Yamanote Line / Shibuya 역에서 도보로 12 분 (940m)",예,24 석,예,"예
완전히 흡연이 허용됩니다
*건강 증진법의 개정으로 인해 흡연 정보가 업데이트되지 않을 수 있습니다. 올바른 정보는 상점에 확인하십시오.
[?] 흡연 및 흡연 중단에 관한 정보",없음,예,,,"3,000 엔 ~ 3,999 엔 코스, 4,000 엔에서 4,999 엔 코스로 구입할 수 있습니다.","3,000 엔에서 3,999 엔, 4,000 엔에서 4,999 엔, 2 시간 동안 싱글 링크를 포함하는 코스가 있습니다.",,"맥주, 사케, 쇼치, 와인, 위스키, 칵테일",저녁 식사 시간에만 사용할 수 있습니다,"점심, 여자 파티, 모든 링크, 연회 및 음주 파티, 솔로 손님, 작별 파티, 환영 파티, 크리스마스 저녁 식사, 연말 파티, 새해 파티, 와인, 세련된 와인, 개인 용도, 첫 번째 기차, 저녁 식사, 저녁 식사까지 개장합니다.
다른 사용 장면을 참조하십시오","활발한 상점
골목을 향합니다","축하 가능성
테이크 아웃 가능성",없음,불가능합니다,예,,,https://ximg.retty.me/crop/s388x388/q80/q80/das/-/retty/img_ebisu/restaurant/100000009161/archive/296710-59e3410b9a9f8.jpg,불가능합니다,,PayPay 사용 가능,,https://www.facebook.com/tamakinchi,,,,
